,id,title,description,creator,date,start_date,end_date,type,fabrication_method,dimensions,place,accurate_date,image_width,image_height
4972,001AN01001004,Vista para a Baía de Guanabara,,Anônimo,,1902-01-01,1912-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 8,0 x 10,5 cm; ss: 10,0 x 12,5 cm",,False,"10,5","8,0"
4973,001AN01001003,"Vista da Praia de Botafogo, com o Morro do Corcovado à direita",,Anônimo,,1902-01-01,1912-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 8,0 x 10,5 cm; ss: 10,0 x 12,5 cm",Botafogo,False,"10,5","8,0"
4974,001AN01001002,Vista da praia de Botafogo,"Vista da praia de Botafogo a partir do morro da Viúva, com morro do Corcovado ao fundo.",Anônimo,1907-01-01,1902-01-01,1912-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 7,8 x 10,5 cm / ss: 10 x 12,1 cm",Botafogo,True,"10,5","7,8"
4975,001AN01001001,"Vista da Praia de Botafogo, tomada do Morro da Viúva","Vista da Praia de Botafogo, tomada do Morro da Viúva. À direita vê-se a torre sineira da Igreja da Imaculada Conceição e, no horizonte, o Morro Dois Irmãos, a Pedra da Gávea e o Corcovado.",Anônimo,,1902-01-01,1912-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i/sp: 7,8 x 10,5 cm; ss: 10,0 x 12,1 cm",Botafogo,False,"10,5","7,8"
4976,001AMF016042,Comemoração em cais,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 15,2 x 20,2 cm",Centro,False,"20,2","15,2"
4977,001AMF016037,Casas ao longo de rua,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 14,5 x 20,2 cm",Centro,False,"20,2","14,5"
4978,001AMF016026,Entrada de túnel,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 14,6 x 20,2 cm",Rio Comprido - Laranjeiras,False,"20,2","14,6"
4979,001AMF016025,Vista de Laranjeiras,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 15,1 x 20,4 cm",Laranjeiras,False,"20,4","15,1"
4980,001AMF016016,O Porto e o Mosteiro de São Bento,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 15,0 x 20,0 cm",Porto,False,"20,0","15,0"
4981,001AMF016009,Reunião militar,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 14,9 x 20,2 cm",,False,"20,2","14,9"
4982,001AMF016008,Porto e Mosteiro de São Bento,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 14,5 x 20,2 cm",Centro,False,"20,2","14,5"
4983,001AMF016007,Embarcações no porto,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 14,0 x 20,2 cm",Zona Portuária,False,"20,2","14,0"
4984,001AMF016006,Docas D. Pedro II e embarcações,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 14,8 x 20,0 cm",Bairro da Saúde,False,"20,0","14,8"
4985,001AMF016005,Porto do Rio de Janeiro,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 14,7 x 20,1 cm",Porto,False,"20,1","14,7"
4986,001AMF016002,Vista do bairro do Catete e do Pão de Açucar tomada de Santa Teresa,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 14,7 x 20,1 cm",Santa Teresa,False,"20,1","14,7"
4987,001AMF016001,Vista do Outeiro e do mercado da Glória,,Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i/sp: 15,0 x 19,4 cm",Glória,False,"19,4","15,0"
4988,001AMF015025,Vista tomada da Glória,,Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 15,5 x 34,5 cm; sp: 17,1 x 34,6 cm; ss: 26,8 x 43,5 cm",,False,"34,5","15,5"
4989,001AMF015024,Rio de Janeiro visto do alto do Corcovado,,Marc Ferrez,,1885-01-01,1895-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 15,5 x 34,5 cm; sp: 17,1 x 34,6 cm; ss: 26,8 x 43,5 cm",Cosme Velho,False,"34,5","15,5"
4990,001AMF015022,Vista panorâmica da enseada de Botafogo,"Vista panorâmica da enseada de Botafogo, a partir do topo do Corcovado",Marc Ferrez,,1880-01-01,1890-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 15,5 x 34,5 cm; sp: 17,1 x 34,6 cm; ss: 26,8 x 43,5 cm",,False,"34,5","15,5"
4991,001AMF015020,O porto do Rio de Janeiro,"Panorama da zona portuária da cidade, tirado provavelmente do Morro do Castelo. Ao fundo, vemos a cadeia montanhosa da cidade.",Marc Ferrez,,1885-01-01,1895-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 15,5 x 34,5 cm; sp: 17,1 x 34,6 cm; ss: 26,8 x 43,5 cm",Baía de Guanabara,False,"34,5","15,5"
4992,001AMF015016,O Catete visto da Glória,"As origens do Catete nos remetem ao quinhentismo, quando governava a cidade o português Antônio Salema. Foi ele quem integrou o bairro na vida dos colonizadores, tornando-o  passagem para o engenho de açúcar d'El Rei, que havia sido fundado na lagoa Rodrigo de Freitas. No século XVI, chácaras e olarias começaram a aparecer nas proximidades de um dos braços do rio Carioca. Segundo o historiador Felisbelo Freire, a partir de documentos de arquivos, o nome Catete significava ""mato escondido"" ou ""mato cerrado"", mas também pode ser o nome de um pássaro e de uma vila de Angola.",Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 15,5 x 34,5 cm; sp: 17,1 x 34,6 cm; ss: 26,8 x 43,5 cm",Catete,False,"34,5","15,5"
4993,001AMF015015,A Glória vista de Santa Teresa,"A Glória surgiu por mando do vice-rei Marquês do Lavradio para preparar feiras livres de impostos e normalizar, assim, o abastecimento das capitanias do Rio e de Minas no século XVIII. Em 1857 o bairro foi totalmente remodelado pelo Vereador Haddock Lobo, a fim de dar melhor aparência ao logradouro.",Marc Ferrez,,,,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 15,5 x 34,5 cm; sp: 17,1 x 34,6 cm; ss: 26,8 x 43,5 cm",,False,"34,5","15,5"
4994,001AMF015008,Os Arcos e os morros de Santo Antônio e do Castelo,"À esquerda vê-se o Aqueduto da Carioca, mais conhecido como Arcos da Lapa, construído no século XVIII com a função inicial de captar água do rio Carioca para resolver o crônico problema de abastecimento da cidade. No século XVIII o monumento perdeu sua função original para servir de viaduto para os bondes. Também à esquerda está o Morro de Santo Antônio e o convento de mesmo nome, construído no início do século XVII. À direita vemos o Morro do Castelo, um dos  marcos iniciais da cidade colonial.",Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 15,5 x 34,5 cm; sp: 17,1 x 34,6 cm; ss: 26,8 x 43,5 cm",Centro,False,"34,5","15,5"
4995,001AMF015002,A Glória vista de Santa Teresa,"Vista do bairro da Glória a partir de Santa Teresa. À esquerda, vê-se a a alta chaminé da The Rio de Janeiro City Improvements Limited (ou simplesmente City), empresa responsável pelo tratamento de esgotos da cidade na época, inaugurada em 1864. Ao lado da chaminé da City está o mercado da Glória, inaugurado pelo vereador Haddock Lobo em 1857. Também destaca-se na imagem a Igreja de Nossa Senhora da Glória do Outeiro, inaugurada por volta de 1740 para substituir a frágil ermida original. Ao fundo, à direita, está o Pão de Açúcar.",Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 15,5 x 34,5 cm; sp: 17,1 x 34,6 cm; ss: 26,8 x 43,5 cm",Glória,False,"34,5","15,5"
4996,001AMF015001,Vista panorâmica do Rio de Janeiro,,Marc Ferrez,,1885-01-01,1895-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 15,5 x 34,5 cm; sp: 17,1 x 34,6 cm; ss: 26,8 x 43,5 cm",Centro,False,"34,5","15,5"
4997,001AMF013010,Vista do Rio de Janeiro,,Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 4,9 x 8,3 cm; sp: 5,5 x 8,3 cm",Centro,False,"8,3","4,9"
4998,001AMF013009,Pedra de Itapuca,"Pedra de Itapuca, que significa ""pedra furada"", na praia de Itapuca, em Icaraí, Niterói.",Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 5,0 x 7,7 cm; sp: 5,5 x 7,7 cm",Praia de Icaraí,False,"7,7","5,0"
4999,001AMF013007,Botafogo e Corcovado,"Homem pescando na Praia de Botafogo, tendo ao fundo o Morro do Corcovado.",Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 4,7 x 8,3 cm; sp: 5,5 x 8,3 cm",Botafogo,False,"8,3","4,7"
5000,001AMF013005,Capela Imperial,"À esquerda da imagem vemos o Convento do Carmo, seguido pela Capela Imperial e pela Igreja do Carmo. Tanto a Capela Imperial como a Igreja do Carmo surgiram no século XVIII, e juntamente com o Paço compõem o largo Dom Pedro II. A capela foi palco do casamento de Pedro I com Leopoldina e da sagração do próprio Pedro I e de seu filho, Pedro II. No século XX tornou-se a catedral metropolitana do Rio de Janeiro. Ali perto também morou o rico comerciante Francisco Telles de Menezes, que deu origem ao Arco do Telles.",Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 4,9 x 7,9 cm; sp: 5,5 x 7,9 cm","Largo do Paço, atual Praça 15",False,"7,9","4,9"
5001,001AMF013003,Praça da Constituição,"Estátua de D. Pedro I na Praça da Constituição, atual Praça Tiradentes.",Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 4,9 x 8,3 cm; sp: 5,5 x 8,3 cm",Atual praça Tiradentes,False,"8,3","4,9"
5002,001AMF013002,Passeio Público,"O Passeio Público é o primeiro parque público do Brasil, uma imensa área verde bem no centro da cidade. Originalmente obra urbanística de Mestre Valentim.",Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 4,9 x 8,3 cm; sp: 5,5 x 8,3 cm",Centro,False,"8,3","4,9"
5003,001AMF013001,Vista do Pão de Açucar,"Vista da enseada de Botafogo, com o Pão de Açúcar ao fundo.",Marc Ferrez,,1875-01-01,1885-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i: 4,9 x 8,3 cm; sp: 5,5 x 8,3 cm",Botafogo,False,"8,3","4,9"
5004,001AM015,Vila São João,Dois grupos de pessoas posando em frente a um casarão.,Augusto Malta,1907-01-13,1907-01-01,1907-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"s.p. 23 X 29 cm; s.s. 34 X 36,5 cm",Gávea,True,29,23
5005,001AM014002,Vista da Exposição de 1908,"Vista geral da Exposição de 1908, em comemoração ao centenário da Abertura dos Portos às Nações Amigas.",Augusto Malta,1908-05-10,1908-01-01,1908-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i. 22,3 X 28,3 cm; s.p. 23,4 X 29,5 cm",Praia Vermelha; Urca,True,"28,3","22,3"
5006,001AM014001,Exposição de 1908,"Vista geral da Exposição de 1908, em comemoração ao centenário da Abertura dos Portos às Nações Amigas, em fase final de construção.",Augusto Malta,1908-01-01,1908-01-01,1908-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i. 22,2 X 28,3 cm; s.p. 23,3 X 29,4 cm",Praia Vermelha; Urca,True,"28,3","22,2"
5007,001AM013,Bonde em frente a Igreja do Santíssimo Sacramento da Antiga Sé,"Bonde de linha não identificada, com inscrição lateral de número 449.",Augusto Malta,1924-05-28,1924-01-01,1924-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i. 17,4 X 22,9 cm; s.p. 17,6 X 23,2 cm",Centro,True,"22,9","17,4"
5008,001AM012003,Bonde com destino à rua Rodrigues Alves,Bonde 399 em direção à rua Rodrigues Alves.,Augusto Malta,1924-05-22,1924-01-01,1924-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i. 17,4 X 23 cm; s.p. 27,6 X 23,3 cm",Centro; Rua São Bento,True,23,"17,4"
5009,001AM012002,Bonde da linha do Largo de São Francisco,"Bonde 564, da linha Largo de São Francisco.",Augusto Malta,1924-05-22,1924-01-01,1924-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i. 17,3 X 23 cm; s.p. 17,6 X 23,2 cm",Praça da República,True,23,"17,3"
5010,001AM012001,Bonde com destino ao Arsenal da Marinha,Bonde 20 para Arsenal da Marinha.,Augusto Malta,1924-05-22,1924-01-01,1924-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i.  17,3 X 23 cm; s.p. 17,6 X 23,3 cm",Centro,True,"23,3","17,6"
5011,001AM011,Praça Tiradentes,"Aspecto das imediações da praça Tiradentes. Rua com transeuntes, carros e bondes, um deles em direção a Engenho de Dentro.",Augusto Malta,1924-01-01,1924-01-01,1924-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"s.p. 17,5 X 22,9 cm",Centro,True,"22,9","17,5"
5012,001AM010,Praça Marechal Floriano,"Vista do Teatro Municipal, Escola Nacional de Belas Artes (atual Museu Nacional de Belas Artes), trecho da  Avenida Rio Branco e parte da Praça Marechal Floriano.",Augusto Malta,,1917-01-01,1923-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i. 16,8 X 22,7 cm; s.p. 17,2 X 23,1 cm",Centro,False,"22,7","16,8"
5013,001AM008,"Jockey Club, com a Pedra da Gávea ao fundo",Jardim interno do Jockey Club.,Augusto Malta,,1920-01-01,1930-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i. 17,5 X 22,8 cm; s.p. 17,8 X 23,2 cm",Gávea,False,"22,8","17,5"
5014,001AM006,Quinta da Boa Vista,,Augusto Malta,,1910-01-01,1920-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,s.p. 17 X 23 cm,São Cristóvão,False,23,17
5015,001AM005002,Inauguração da Estátua da Amizade em frente a Igreja de Santa Luzia,"Inaugurado em 4 de julho de 1931, o monumento à amizade Brasil-Estados Unidos nos foi presenteado por uma iniciativa da Câmara Americana de Comércio, por conta da comemoração do primeiro centenário da emancipação política do Brasil. Localizava-se inicialmente na Praça Estados Unidos, tendo sido reinaugurada em 1942 na Praça 4 de Julho, em frente à Embaixada Americana. O monumento, obra do escultor Charles Keeke, representa uma mulher de pé sustentando com a mão direita uma palma de louros e com a esquerda as bandeiras brasileira e norte-americana. No pedestal do monumento há dois medalhões e logo abaixo a inscrição ""Amizade do povo americano ao povo brasileiro 07/09/1822- 07/09/1922"".",Augusto Malta,1931-07-04,1931-01-01,1931-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i. 16,9 X 23,4 cm; s.p. 17,2 X 23,7 cm",Centro,True,"23,4","16,9"
5016,001AM005001,Inauguração da Estátua da Amizade em frente a Igreja de Santa Luzia,"Inaugurado em 4 de julho de 1931, o monumento à amizade Brasil-Estados Unidos nos foi presenteado por uma iniciativa da Câmara Americana de Comércio, por conta da comemoração do primeiro centenário da emancipação política do Brasil. Localizava-se inicialmente na Praça Estados Unidos, tendo sido reinaugurada em 1942 na Praça 4 de Julho, em frente à Embaixada Americana. O monumento, obra do escultor Charles Keeke, representa uma mulher de pé sustentando com a mão direita uma palma de louros e com a esquerda as bandeiras brasileira e norte-americana. No pedestal do monumento há dois medalhões e logo abaixo a inscrição ""Amizade do povo americano ao povo brasileiro 07/09/1822- 07/09/1922"".",Augusto Malta,1931-07-04,1931-01-01,1931-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i. 17 X 23,3 cm; s.p. 17,4 X 23,5 cm",Centro,True,"23,3",17
5017,001AM004,Igreja Positivista do Brasil,"O Templo da Humanidade é a sede da Igreja Positivista do Brasil, fica na rua Benjamin Constant, fundado em 1881 no bairro da Glória.",Augusto Malta,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i. 17,1 X 22,8 cm; s.p. 17,4 X 23,1 cm",Glória,False,"22,8","17,1"
5018,001AM003,Escola Estácio de Sá,"Fachada da escola Estácio de Sá, fundada em 1911 na Fortaleza de São João.",Augusto Malta,,1911-01-01,1920-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i. 17 X 22,8 cm; s.p. 17,4 X 28,2 cm",Urca,False,"22,8",17
5019,001AM002002,Terraço do Palácio da Guanabara,Dois homens no terraço do Palácio Guanabara.,Augusto Malta,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i. 22,3 X 16,4 cm; s.p. 26 X 20 cm",Laranjeiras,False,"16,4","22,3"
5020,001AM002001,Vista da aléia das palmeiras a partir do Palácio Guanabara,"Vista da rua Paissandu em toda a sua extensão, a partir do terraço do palácio Guanabara.",Augusto Malta,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,ALBUMINA/ Prata,"i. 22,2 X 16,4 cm; s.p. 25,6 X 19,7 cm",Laranjeiras,False,"16,4","22,2"
5021,001AM001001,Palácio Guanabara,"Fachada do Palácio Guanabara, vista frontal. Vê-se bandeira hasteada no centro da edificação.",Augusto Malta,1913-08-20,1913-01-01,1913-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,s.p. 17 X 23 cm,Laranjeiras,True,23,17
5022,001ALA011020,Avenida Rio Branco,"Vista noturna da Avenida Rio Branco, antiga Avenida Central, até 1912. Totalmente iluminada, a avenida recebeu 55 lâmpadários de luz elétrica, instalados pela Light em 15 de novembro de 1905, por ocasião da inauguração do segundo trecho da avenida. Nas calçadas foram instalados lampiões à gás. À esquerda da imagem, parte do Teatro Municipal e da Praça Marechal Floriano.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",Centro,False,"21,9","16,0"
5023,001ALA011019,Avenida Central,"Vista noturna da Avenida Central. No centro, ao fundo, o obelisco comemorativo da conclusão das obras da avenida duplamente inaugurada: o primeiro trecho em 07 de setembro de1904. Passou a chamar-se Rio Branco em 10 de março de 1912, um mês após a morte do barão homenageado. À esquerda, no primeiro plano, a Escola de Belas Artes seguida da Biblioteca Nacional.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",Atual av. Rio Branco,False,"21,9","16,0"
5024,001ALA011018,Avenida Rio Branco,"Avenida Rio Branco, antiga Avenida Central, até 1912, tomada da Cinelândia em direção à Praça Mauá. No centro e ao fundo, o Theatro Municipal.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",Centro,False,"21,9","16,0"
5025,001ALA011017,"Hotel Central, na Praia do Flamengo","O Hotel Central ficava na Praia do Flamengo, esquina com a rua Barão do Flamengo. Foi construído em 1915, no lugar do balneário High-Life, e era também uma casa de banho, contando com pequenos quartos onde os banhistas trocavam de roupa. Foi demolido em 1951 e em seu lugar erguido o edifício Conde de Nassau.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",Flamengo,False,"21,9","16,0"
5026,001ALA011016,Praia de Botafogo,"Vista noturna da Praia de Botafogo, a partir do Morro da Viúva. No centro da imagem pode-se ver a torre da Igreja Imaculada Conceição. No horizonte, a Pedra da Gávea e o Pico do Corcovado iluminado",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,7 x 21,7 cm; sp: 16,4 x 22,0 cm",Botafogo,False,"21,7","15,7"
5027,001ALA011015,Copacabana e Leme,"Vista noturna das praias de Copacabana e Leme, ao centro da imagem, em primeiro plano, o obelisco comemorativo da inauguração da Avenida Atlântica, em  22 de julho de 1919.",,,1919-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",Copacabana,False,"21,9","16,0"
5028,001ALA011014,Botafogo visto do Pão de Açúcar,"Vista panorâmica da enseada e do bairro de Botafogo a partir do Pão de Açúcar. No horizonte, em destaque próximo à lua, o Pico do Corcovado.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",Botafogo,False,"21,9","16,0"
5029,001ALA011013,"Praia da Saudade, vista tomada da Urca","A Praia da Saudade ficava localizada no que é hoje a entrada do bairro da Urca, no Rio de Janeiro. Na década de 1930,  foi totalmente aterrada para a construção do Iate Clube do Rio de Janeiro.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,9 x 21,9 cm; sp:16,3 x 22,2 cm",Urca,False,"21,9","15,9"
5030,001ALA011012,Praia de Botafogo,"A Praia de Botafogo foi primeiro chamada pelos franceses de ""Le Lac"" - o Lago. Os portugueses deram o nome de Francisco Velho, um dos companheiros de Estácio de Sá no Morro Cara de Cão, que se estabeleceu na praia e começou ali uma lavoura. Por volta de 1641 passou a chamar-se Praia de Botafogo por causa de João de Souza Botafogo, que ali manteve residência depois que chegou ao Brasil fugindo de perseguições políticas em Portugal.  Até o século XVIII o bairro era praticamente inabitado, e eram dois os caminhos que levavam à Praia: o Caminho Velho, atual Rua Senador Vergueiro, e o Caminho Novo, atual Rua Marquês de Abrantes.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,1 x 21,8 cm; sp: 16,4 x 22,1 cm",Botafogo,False,"21,8","16,1"
5031,001ALA011011,Copacabana e Avenida Delfim Moreira,Copacabana é um dos mais emblemáticos bairros do Rio de Janeiro e Delfim Moreira é o nome da avenida da orla do Leblon.,,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,0 x 22,0 cm; sp: 16,3 x 22,2 cm",Zona Sul,False,"22,0","16,0"
5032,001ALA011010,Luar na Praia da Gávea,"Atualmente conhecida como praia de São Conrado, a Praia da Gávea era assim chamada devido à Pedra da Gávea.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",São Conrado,False,"21,9","16,0"
5033,001ALA011009,Crepúsculo na Avenida Niemeyer,"A Avenida Niemeyer foi cortada pela Companhia Via Férrea Sapucaí para dar lugar a uma ferrovia (nunca construída), que ligaria o bairro de Botafogo a Angra dos Reis. Via à beira-mar, no sopé do morro, ladeada por coqueiros esparsos e com a Pedra da Gávea ao fundo. Pode-se ver um homem observando o fotógrafo, apoiado na mureta. Apresenta postes com fiação elétrica.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",Leblon,False,"21,9","16,0"
5034,001ALA011008,Vista do Pão de Açúcar,"Em 27 de outubro de 1912, foi inaugurado um caminho aéreo no Rio de Janeiro, entre a Praia Vermelha e o Morro da Urca, que se tornaria o mundialmente famoso Bondinho do Pão de Açúcar. Em 1º de dezembro, foi inaugurada a iluminação elétrica no caminho aéreo. O bondinho no segundo trecho, entre o Morro da Urca e o Pão de Açúcar, numa extensão de 750 metros e 396 metros de altura, começou a funcionar no dia 18 de janeiro de 1913, completando a ligação até o alto do pico do Pão de Açúcar. é um dos mais famosos cartões postais do Rio de Janeiro.",,,1915-01-01,1921-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,8 x 21,7 cm; sp: 16,0 x 22,1 cm",Botafogo,False,"21,7","15,8"
5035,001ALA011007,Pão de Açúcar,"Estação do Pão de Açúcar e bondinho do Caminho Aéreo, ponto final do trecho que se inicia no Morro da Urca. Este segundo trecho foi construído por iniciativa dos industriais Augusto Ferreira Ramos e Manuel Galvão. O projeto foi  do engenheiro Fredolino Cardoso 
Em 27 de outubro de 1912, foi inaugurado um caminho aéreo no Rio de Janeiro, entre a Praia Vermelha e o Morro da Urca, que se tornaria o mundialmente famoso Bondinho do Pão de Açúcar. Em 1º de dezembro, foi inaugurada a iluminação elétrica no caminho aéreo. O bondinho no segundo trecho, entre o Morro da Urca e o Pão de Açúcar, numa extensão de 750 metros e 396 metros de altura, começou a funcionar no dia 18 de janeiro de 1913, completando a ligação até o alto do pico do Pão de Açúcar. é um dos mais famosos cartões postais do Rio de Janeiro.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 21,9 x 15,9 cm; sp: 22,2 x 16,2 cm",Praia Vermelha,False,"15,9","21,9"
5036,001ALA011006,Vista tirada do Pão de Açúcar,"Vista panorâmica da zona sul da cidade, a partir do Pão de Açúcar. À direita, no topo do morro da Urca, a estação do bondinho do Caminho Aéreo; acima o bairro de Botafogo e, ao fundo, a Lagoa Rodrigo de Freitas. Ao centro, entre os morros da Urca e da Babilônia, o prédio da Escola Militar seguido de outros edifícios da Praia da Saudade. À esquerda, a praia do Leme seguida da praia e do bairro de Copacabana. No horizonte, o Morro Dois Irmãos e a Pedra da Gávea.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",Urca,False,"21,9","16,0"
5037,001ALA011005,Pão de Açúcar visto da Urca,"Vista do Pão de Açúcar e estações do bondinho do Caminho Aéreo a partir do Morro da Urca. Em destaque à direita, a estação Urca. Ao centro e à esquerda, cadeia de morros de Niterói terminando no Forte de Nossa Senhora da Guia. Em 27 de outubro de 1912, foi inaugurado um caminho aéreo no Rio de Janeiro, entre a Praia Vermelha e o Morro da Urca, que se tornaria o mundialmente famoso Bondinho do Pão de Açúcar. Em 1º de dezembro, foi inaugurada a iluminação elétrica no caminho aéreo. O bondinho no segundo trecho, entre o Morro da Urca e o Pão de Açúcar, numa extensão de 750 metros e 396 metros de altura, começou a funcionar no dia 18 de janeiro de 1913, completando a ligação até o alto do pico do Pão de Açúcar. é um dos mais famosos cartões postais do Rio de Janeiro.",,,1915-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,7 x 21,6 cm; sp: 16,0 x 22,0 cm",Praia Vermelha,False,"21,6","15,7"
5038,001ALA011004,Avenida Niemeyer,"A avenida Niemeyer, inaugurada oficialmente em 27 de setembro de 1920 durante visita do rei Alberto I da Bélgica (1875 – 1934) ao Brasil; com a Pedra da Gávea, localizada entre as praias de São Conrado e da Barra da Tijuca, ao fundo.",,,1920-01-01,1925-01-01,FOTOGRAFIA/ Papel,GELATINA/ Prata,"i: 15,9 x 21,9 cm; sp: 16,3 x 22,2 cm",Avenida Niemeyer,False,"21,9","15,9"
