id,_title,_description,keywords,_circa,_date created,_material,_width,_height,_depicts,year,_Lat,_Lon
001CC007020,Brigada policial - inauguração de pavilhões,"Inauguração de novos pavilhões para hospital. Pavilhões de tuberculose e ""pavilhão de sarnentos"".",F. Garcia,,"June 7, 1913",FOTOGRAFIA/ Papel,17.2 cm,12.7 cm,,1913,,
001CC007025,Prova de natação,"Nadadores acompanhados por barcos, com o Pão de Açúcar ao fundo.",F. Garcia,1909 – 1919,,FOTOGRAFIA/ Papel,17.2 cm,12.5 cm,,1914,,
001CC011,"Fachada da casa onde morou o escritor Paulo Barreto, o João do Rio; ao fundo, o morro do Corcovado","Em 1917 João do Rio foi presenteado com dois terrenos em Ipanema, onde passou a residir até sua morte em 1921.",Chapelin,1917 – 1921,,FOTOGRAFIA/ Papel,22.0 cm,16.0 cm,,1919,,
001CC013,Arsenal de guerra - Intendência geral de guerra,Vista geral da fachada.,Anônimo,1900 – 1920,,FOTOGRAFIA/ Papel,15 cm,10 cm,,1910,,
001CC031,"Navio ""El Patria""",,Anônimo,,1910,FOTOGRAFIA/ Papel,17.3 cm,9.4 cm,,1910,,
001CC032,Navio ancorado,"Destaque para guindastes em trilhos paralelos ao navio, containeres de madeira e para o armazém (à direita).",Anônimo,,1910,FOTOGRAFIA/ Papel,16.1 cm,11 cm,,1910,,
001CO001003,Igreja Matriz de Nossa Senhora da Glória,,José Francisco Corrêa,1898 – 1908,,FOTOGRAFIA/ Papel,13.5 cm,6.5 cm,,1903,,
001CO001007,"Vista tomada a partir do morro do Corcovado, ao fundo a Pedra da Gávea",,José Francisco Corrêa,1905 – 1915,,FOTOGRAFIA/ Papel,13.5 cm,6.5 cm,,1910,,
001FE001,"Fachada da loja ""A Elegante""","Fachada da loja ""A Elegante"". Loja de artigos para homens, mulheres e crianças. Chegavam novidades vindas de Paris, Londres e Berlim. Localizava-se na avenida Rio Branco, na Reis Callado & Lopes.",Antonio Luiz Ferreira,1912 – 1920,,FOTOGRAFIA/ Papel,15.7 cm,21.6 cm,,1916,,
001GU001006,"Catete e Largo do Machado, a partir do Outeiro da Glória",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,21.0 cm,,1894,,
001GU001007,"Catete e Santa Teresa, vistos do Outeiro da Glória",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,21.0 cm,,1894,,
001GU001008,"Largo do Machado, Catete e Praia do Flamengo, vistos do Outeiro da Glória",Vista dos bairros do Catete e Largo do Machado ao fundo a praia do Flamengo.,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,21.0 cm,,1894,,
001GU001009,"Outeiro da Glória, a partir de Santa Teresa",Vista do bairro da Glória ao fundo baía de Guanabara.,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,21.0 cm,,1894,,
001GU001011,"Santa Teresa e Corcovado, vistos do Morro de Santo Antônio",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,21.0 cm,,1894,,
001GU001014,"Lapa, Passeio Público e Morro do Castelo",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,21.0 cm,,1894,,
001GU001015,"Panorama do centro do Rio, a partir do Morro de Santo Antônio","Em destaque, o convento de Santo Antônio.",Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,21.0 cm,,1894,,
001GU001016,"Panorama do Rio de Janeiro, a partir do Morro da Conceição",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,21.0 cm,,1894,,
001GU001017,"Panorama do Rio de Janeiro, a partir da Ilha das Cobras",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,21.0 cm,,1894,,
001GU001018,"Panorama do Centro do Rio, Ilha das Cobras e porto",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,21.0 cm,,1894,,
001GU001020,Vista geral do Cais Pharoux e Arsenal de Marinha,,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,19.6 cm,,1894,,
001GU001022,Arsenal da Marinha,,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.4 cm,19.7 cm,,1894,,
001GU001023,"Arsenal da Marinha e docas, a partir da ilha de Villegagnon",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,20.2 cm,,1894,,
001GU001024,Ilha Fiscal,,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.1 cm,19.9 cm,,1894,,
001GU001026,"Baía de Guanabara, a partir da Ilha de Villegagnon",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.2 cm,19.8 cm,,1894,,
001GU001027,Escola Militar,Vista da escola Militar e da praia da Urca.,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.1 cm,19.7 cm,,1894,,
001GU001028,Estação da Estrada de Ferro Corcovado,,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,20.9 cm,25.1 cm,,1894,,
001GU001030,Hotel das Paineiras,,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,19.0 cm,,1894,,
001GU001032,"Ponte do Silvestre, Estrada de Ferro do Corcovado",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,19.5 cm,,1894,,
001GU001034,Praça da República,,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,26.4 cm,20.3 cm,,1894,,
001GU001035,"Vista da baía de Guanabara, a partir de Niterói",,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.0 cm,19.3 cm,,1894,,
001GU001036,Pedra do Índio,,Juan Gutierrez,1892 – 1897,,FOTOGRAFIA/ Papel,27.1 cm,19.7 cm,,1894,,
001GU010001,"Estátua equestre do General Osório; ao fundo, o Paço Imperial",,Juan Gutierrez,,1894,FOTOGRAFIA/ Papel,20.5 cm,25.7 cm,,1894,,
001MF003008,Arredores da Praça XV de Novembro e Igreja da Candelária; vistos da Baía da Guanabara,,Marc Ferrez,1868 – 1873,,FOTOGRAFIA/ Papel,8.6 cm,5.5 cm,,1870,,
001MF007001,"Vista da Praça D. Pedro II, atual Praça XV; a partir do Morro do Castelo",,Marc Ferrez,1875 – 1885,,FOTOGRAFIA/ Papel,18.3 cm,11.6 cm,,1880,,
001MF007002,"Docas, Alfândega e Arsenal da Marinha",,Marc Ferrez,1875 – 1885,,FOTOGRAFIA/ Papel,15.7 cm,9.4 cm,,1880,,
001MF007003,A Glória vista do Passeio Público,,Marc Ferrez,1875 – 1885,,FOTOGRAFIA/ Papel,16.8 cm,9.9 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1532671"">Glória</a>",1880,,
001MF007004,"Rua Direita, atual Rua Primeiro de Março; ao fundo o Morro do Castelo",,Marc Ferrez,1875 – 1885,,FOTOGRAFIA/ Papel,16.3 cm,10.3 cm,,1880,,
001MF007005,Imprensa Nacional,"Prédio da Imprensa Nacional, ao fundo o morro de Santo Antônio. Inaugurado em 1877, o prédio da Imprensa Nacional foi demolido em 1941. O projeto é assinado pelo arquiteto carioca Antonio de Paula Freitas.",Marc Ferrez,1877 – 1890,,FOTOGRAFIA/ Papel,16.3 cm,10.3 cm,,1883,,
001MF007010,Jardim Botânico,,Marc Ferrez,1875 – 1885,,FOTOGRAFIA/ Papel,16.4 cm,10.3 cm,,1880,,
001MF007011,"Campo da Aclamação, atual Campo de Santana",,Marc Ferrez,1875 – 1885,,FOTOGRAFIA/ Papel,16.2 cm,10.4 cm,,1880,,
001MF009,Vista panorâmica do bairro da Saúde; a partir da Gamboa,,Marc Ferrez,1890 – 1900,,FOTOGRAFIA/ Papel,34.6 cm,16.1 cm,,1895,,
001MF012001,Vista dos bairros do Flamengo e Catete; a partir do Morro Santo Amaro,,Marc Ferrez,1875 – 1885,,FOTOGRAFIA/ Papel,34.6 cm,16.1 cm,,1880,,
001MF014001,Vista da Enseada de Botafogo; a partir do Morro do Corcovado,Entre os morros da Viúva e do Pasmado.,Marc Ferrez,1891 – 1900,,FOTOGRAFIA/ Papel,21.8 cm,14.9 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1895,,
001MF014002,"Vista da Baía de Guanabara, Pão de Açúcar e morro Dona Marta; tomados da Floresta da Tijuca",,Marc Ferrez,1891 – 1900,,FOTOGRAFIA/ Papel,21.8 cm,14.8 cm,,1895,,
001MF014003,Praia de Copacabana; a partir do Leme,,Marc Ferrez,1891 – 1900,,FOTOGRAFIA/ Papel,21.7 cm,16.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1895,,
001MF014004,Igreja de Nossa Senhora de Copacabana,,Marc Ferrez,1891 – 1900,,FOTOGRAFIA/ Papel,21.8 cm,14.7 cm,,1895,,
001MF015014,"Ponte do Silvestre, Estrada de Ferro Corcovado",,Marc Ferrez,1884 – 1894,,FOTOGRAFIA/ Papel,25.0 cm,18.5 cm,,1889,,
001MF015019,"Casa da Moeda, atual Arquivo Nacional",,Marc Ferrez,1885 – 1895,,FOTOGRAFIA/ Papel,25.0 cm,18.4 cm,,1890,,
001MF017,"Museu Nacional, antigo Palácio Imperial de São Cristóvão",,Marc Ferrez,1877 – 1887,,FOTOGRAFIA/ Papel,21.0 cm,14.3 cm,,1882,,
001MF018003,Festa de inauguração do monumento em homenagem a Pedro Álvares Cabral,Em ocasião do 4° Centenário do descobrimento do Brasil.,Marc Ferrez,,1900,FOTOGRAFIA/ Papel,21.5 cm,15.5 cm,,1900,,
001MF018005,Festa de inauguração do monumento em homenagem a Pedro Álvares Cabral,Em ocasião do 4° Centenário do descobrimento do Brasil.,Marc Ferrez,,1900,FOTOGRAFIA/ Papel,21.8 cm,15.9 cm,,1900,,
001MF029014,Encouraçado Riachuelo,,Marc Ferrez,1880 – 1890,,FOTOGRAFIA/ Papel,20.9 cm,14.7 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q224101"">Baía de Guanabara</a>",1885,,
001NV001001,Monumento em homenagem a Duque de Caxias,,N. Viggiani,1922 – 1923,,REPRODUÇÃO FOTOMECÂNICA/ Papel,14.0 cm,9.0 cm,,1922,,
001NV001002,Teatro Phenix,,N. Viggiani,1922 – 1923,,REPRODUÇÃO FOTOMECÂNICA/ Papel,13.0 cm,8.0 cm,,1922,,
001RJ001001,Enseada de Botafogo a partir do Morro do Corcovado,,Anônimo,1910 – 1920,,FOTOGRAFIA/ Papel,15.5 cm,21.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1915,,
001RJ002,Avenida Beira-Mar,,Anônimo,1922 – 1931,,FOTOGRAFIA/ Papel,15.5 cm,21.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1926,,
001RJ003,"Leme e Copacabana, em destaque o Hotel Copacabana Palace",O Hotel Copacabana Palace foi inaugurado em 13 de agosto de 1923.,Thiele,1923 – 1933,,FOTOGRAFIA/ Papel,21.9 cm,15.9 cm,,1928,,
001RJ004003,Jockey Club,"O Jockey Club foi construído entre 1923 e 1926, o primeiro grande prêmio foi em1933.",Anônimo,1932 – 1937,,FOTOGRAFIA/ Papel,21.5 cm,15.5 cm,,1934,,
001RJ005003,Enseada de Botafogo e Morro do Pão de Açúcar; a partir do Morro do Corcovado,,Anônimo,1922 – 1932,,FOTOGRAFIA/ Papel,22.7 cm,16.4 cm,,1927,,
001RJ005004,Bondinho do Morro do Pão de Açúcar,,Anônimo,1913 – 1923,,FOTOGRAFIA/ Papel,22.5 cm,16.3 cm,,1918,,
001RJ005005,Vista do Morro do Corcovado e Pão de Açúcar; a partir de Niterói,,Anônimo,1923 – 1933,,FOTOGRAFIA/ Papel,16.3 cm,22.6 cm,,1928,,
001RJ005006,Rua Paissandú,Corcovado e Cristo Redentor ao fundo.,Anônimo,1931 – 1936,,FOTOGRAFIA/ Papel,16.4 cm,22.3 cm,,1933,,
001RJ007001,Panorama noturno da Exposição Internacional de 1922,Vista noturna do teatro Municipal.,Anônimo,,"September 7, 1922",FOTOGRAFIA/ Papel,21.8 cm,15.8 cm,,1922,,
001RJ007002,Monumento em homenagem a Duque de Caxias,"O monumento em homenagem a Duque de Caxias foi inaugurado em 1899. Em 1949 foi transferido para o Panteão Duque de Caxias, na Avenida Presidente Vargas.",Anônimo,1899 – 1909,,FOTOGRAFIA/ Papel,22.0 cm,16.0 cm,,1904,,
001RJ007003,Teatro Municipal,,José dos Santos Affonso,1917 – 1927,,FOTOGRAFIA/ Papel,22.0 cm,15.8 cm,,1922,,
001RJ008001,"Estátua Crepúsculo; ao fundo, o morro do Corcovado",,Carlos Bippus,1920 – 1930,,FOTOGRAFIA/ Papel,21.8 cm,15.8 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1925,,
001RO001002,"Jardim Botânico, cascata",,Not available,1900 – 1910,,FOTOGRAFIA/ Papel,15.5 cm,7.5 cm,,1905,,
001RO001003,"Jardim Botânico, Palmeiras Imperiais",,Not available,1900 – 1910,,FOTOGRAFIA/ Papel,15.5 cm,7.5 cm,,1905,,
001RO001004,Aleia de Palmeiras Imperiais,,Not available,1900 – 1910,,FOTOGRAFIA/ Papel,15.5 cm,7.5 cm,,1905,,
001RO001006,Sociedade Portuguesa Beneficiente,,Not available,1900 – 1910,,FOTOGRAFIA/ Papel,15.5 cm,7.5 cm,,1905,,
001RO001007,Escola Normal,,Not available,1900 – 1910,,FOTOGRAFIA/ Papel,15.5 cm,7.5 cm,,1905,,
001RO001008,Real Gabinete Português de Leitura,,Not available,1900 – 1910,,FOTOGRAFIA/ Papel,15.5 cm,7.5 cm,,1905,,
001RO001009,"Praça do Comércio, atual Rua Primeiro de Março; em destaque, o prédio da Bolsa de Valores",,Not available,1900 – 1910,,FOTOGRAFIA/ Papel,15.5 cm,7.5 cm,,1905,,
001RO001010,Secretaria da Agricultura,,Not available,1900 – 1910,,FOTOGRAFIA/ Papel,15.5 cm,7.5 cm,,1905,,
001RO001011,"Estátua em homenagem a João Caetano, na Escola Nacional de Belas Artes",,Not available,1900 – 1908,,FOTOGRAFIA/ Papel,15.5 cm,7.5 cm,,1904,,
001RO002009,Praia e Igreja de Santa Luzia,,Not available,,1906,FOTOGRAFIA/ Papel,15.5 cm,7.5 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1906,,
002080RJ1503,"Senado Federal, enterro de Pinheiro Machado","Pinheiro Machado foi assassinado com uma punhalada pelas costas por Manso de Paiva, às 16h30 de 8 de setembro de 1915. O senador foi atacado no saguão do Hotel dos Estrangeiros, no Flamengo, onde visitaria Rubião Júnior, político do Partido Republicano Paulista. Vinha do Senado e estava em companhia dos deputados federais paulistas Cardoso de Almeida e Bueno de Andrade.",Guilherme Santos,,September 1915,DIAPOSITIVO/ Vidro,11 cm,4.5 cm,,1915,,
002080RJ1504,"Senado Federal, enterro de Pinheiro Machado","Pinheiro Machado foi assassinado com uma punhalada pelas costas por Manso de Paiva, às 16h30 de 8 de setembro de 1915. O senador foi atacado no saguão do Hotel dos Estrangeiros, no Flamengo, onde visitaria Rubião Júnior, político do Partido Republicano Paulista. Vinha do Senado e estava em companhia dos deputados federais paulistas Cardoso de Almeida e Bueno de Andrade.",Guilherme Santos,,September 1915,DIAPOSITIVO/ Vidro,11 cm,4.5 cm,,1915,,
002080RJ1505,Carreata pela visita do presidente argentino Justo,"Em 1935, o presidente Getúlio Vargas visitou Buenos Aires, em retribuição à visita de Justo.",Guilherme Santos,,October 1933,DIAPOSITIVO/ Vidro,11 cm,4.5 cm,,1933,,
002080RJ1506,Carreata pela visita do presidente argentino Justo,"Em 1935, o presidente Getúlio Vargas visitou Buenos Aires, em retribuição à visita de Justo.",Guilherme Santos,,October 1933,DIAPOSITIVO/ Vidro,11 cm,4.5 cm,,1933,,
0071824cx015a-04,Alameda de Palmeiras - Jardim Botânico,Aleia das Palmeiras Imperiais no Jardim Botânico do Rio de Janeiro.,Marc Ferrez,1880 – 1890,,NEGATIVO/ Vidro,18.0 cm,24.0 cm,,1885,,
0072430cx036-02,Praia Vermelha e morro do Pão de Açúcar; Exposição Nacional de 1908,,Marc Ferrez,,1908,NEGATIVO/ Vidro,,,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1898482"">Urca</a>",1908,,
007A5P3F04-015,Avenida Central,A Avenida Central teve suas obras iniciadas em meados de 1904 e foi inaugurada em novembro de 1905.,Marc Ferrez,1905 – 1911,,FOTOGRAFIA/ Papel,,,,1908,,
007A5P3F04-023,Avenida Central,"A abertura de uma avenida que cortasse o centro da cidade de ponta a ponta estava prevista quando foram iniciadas as obras no porto do Rio de Janeiro, no início do século XX. Foi então rasgado um caminho, em linha reta, que ia da Praia da Ajuda à Prainha, e a maioria das ruas do entorno foram arrasadas, além de desapropriados inúmeros imóveis. A primeira casa derrubada foi em março de 1904 e já em setembro o prefeito Pereira Passos, o engenheiro  Paulo de Frontin (nomeado chefe das obras), Rodrigues Alves e Lauro Müller podiam percorrer a avenida de 1.996 metros de comprimento e 33 metros de largura. Com pavimentação artística de mestres calceteiros cedidos pela Câmara de Lisboa e ornamentada com paus-brasil e jambeiros, a Avenida Central foi inaugurada em 1905. Vemos à esquerda uma parte do Morro do Castelo, colocado abaixo em 1922.",Marc Ferrez,1901 – 1911,,FOTOGRAFIA/ Papel,21.9 cm,16.0 cm,,1906,,
007A5P3F04-047,Praça Floriano,"A Praça Floriano foi construída pela Prefeitura, durante governo de Carlos Sampaio. Com o fim das obras de abertura da avenida Central, uma vasta área, que era limitada pelos edifícios do Teatro Municipal, Palácio Monroe e Biblioteca Nacional, havia sido deixada de lado. Logo Carlos Sampaio a incluiu em seu plano de embelezamento da cidade para as comemorações do Centenário da Independência, contando também com a ajuda da iniciativa privada (principalmente Francisco Serrador, dono da Companhia Cinematográfica Brasileira, e os irmãos Vivaldi e Ademar Leite Ribeiro). A Companhia Cinematográfica foi a responsável pela construção dos grandes edifícios com cinemas e teatros, que contribuíram para que a praça, até hoje, fosse mais conhecida como Cinelândia.",Anônimo,1925 – 1935,,REPRODUÇÃO FOTOMECÂNICA/ Papel,22.6 cm,16.3 cm,,1930,,
007A5P3F05-003,Dique da Ilha das Cobras,"O dique da Ilha das Cobras começou a ser construído em 1824, numa  iniciativa do Marquês do Paraná. Sua construção só terminou em 1861 por conta de atrasos nos trabalhos, já que o inglês Henry Law, para quem havia sido encomendada a tarefa, desistiu da obra, alegando dificuldades para sua execução. O local escolhido foi a parte noroeste da ilha, em frente ao Arsenal (este no continente), e recebeu o nome de Dique Imperial. Notamos ainda na imagem a a chaminé da ferraria a vapor da Marinha.",Stahl &amp; Wahnschaffe,1860 – 1867,,FOTOGRAFIA/ Papel,,,,1863,,
007A5P3F05-032,Morro do Corcovado visto da Ladeira dos Guararapes,,Augusto Stahl,1865 – 1870,,FOTOGRAFIA/ Papel,,,,1867,,
007A5P3F10-003,"Largo da Igreja de São Sebastião do Rio de Janeiro, no dia da realização de sua última missa","A Igreja guardava relíquias históricas da cidade, como o marco de fundação, a sepultura de Estácio de Sá  e a imagem do padroeiro São Sebastião. Com a demolição do Morro do Castelo, que teve início em 1922, tais relíquias foram transferidas para a Igreja dos Capuchinhos, na rua Haddock Lobo, na Tijuca.",Augusto Malta,,"November 1, 1921",FOTOGRAFIA/ Papel,,,,1921,,
007A5P3F10-004,Convento dos Capuchinhos,"Convento dos Capuchinhos, localizado no alto do Morro do Castelo, na praça de nome São Sebastião. A ordem religiosa foi instalada no local em 1842 e lá permaneceu  até 1922, quando teve início a demolição do morro.",Augusto Malta,,"March 1, 1921",FOTOGRAFIA/ Papel,,,,1921,,
007A5P3F10-005,Largo da Igreja de São Sebastião do Rio de Janeiro,"A Igreja guardava relíquias históricas da cidade, como o marco de fundação, a sepultura de Estácio de Sá  e a imagem do padroeiro São Sebastião. Com a demolição do Morro do Castelo, que teve início em 1922, tais relíquias foram transferidas para a Igreja dos Capuchinhos, na rua Haddock Lobo, na Tijuca.",Augusto Malta,,"March 31, 1920",FOTOGRAFIA/ Papel,,,,1920,,
007A5P3F10-015,Largo do Castelo,,Augusto Malta,,1921,FOTOGRAFIA/ Papel,,,,1921,,
007A5P3F10-016,Praça do Morro do Castelo,,Augusto Malta,,"July 30, 1921",FOTOGRAFIA/ Papel,,,,1921,,
007A5P3F10-019,Morro do Castelo,"Vista do Morro do Castelo em foto tirada do Palace Hotel, propriedade da família Guinle, localizado na Avenida Central, hoje Avenida Rio Branco. Bem destacado, o edifício do Convento dos Capuchinhos, Ordem instalada no local em 1842, e a Igreja de São Sebastião do Rio de Janeiro.",Augusto Malta,,"October 28, 1920",FOTOGRAFIA/ Papel,,,,1920,,
007A5P3F10-020,Rua da Ajuda com Ladeira do Seminário,,Augusto Malta,1901 – 1907,,FOTOGRAFIA/ Papel,,,,1904,,
007A5P3F10-021,Largo da Mãe do Bispo,"Localizado entre o Morro do Castelo e a Lagoa do Boqueirão, o Largo foi chamado primeiramente de Largo da Ajuda por abrigar ao seu redor a Igreja de Nossa Senhora da Ajuda. No século XVIII, porém, morou por lá uma senhora cujo filho foi nomeado bispo do Rio de Janeiro em 1774. A distinta senhora então passou a ser referência na cidade, e a população começou a chamar o Largo da Ajuda também de Mãe do Bispo.",Augusto Malta,,1904,FOTOGRAFIA/ Papel,,,,1904,,
007A5P3F10-022,"Conselho Municipal, atual Palácio Pedro Ernesto","Antiga Escola de São José, depois Conselho Municipal, localizado no largo da Mãe do Bispo, atual Praça Marechal Floriano.",Augusto Malta,1901 – 1907,,FOTOGRAFIA/ Papel,,,,1904,,
007A5P3F10-023,Largo da Escola de Medicina e igreja Nossa Senhora do Bonsucesso,"Ao fundo a Ladeira da Misericórdia, um dos acessos ao Morro do Castelo.",Augusto Malta,1917 – 1923,,FOTOGRAFIA/ Papel,28.2 cm,23.5 cm,,1920,,
007A5P3F10-024,Largo do Moura,,Augusto Malta,,1907,FOTOGRAFIA/ Papel,,,,1907,,
007A5P3F10-025,Panorama tomado da Igreja de Santa Luzia,,Augusto Malta,,"October 12, 1902",FOTOGRAFIA/ Papel,,,,1902,,
007A5P3F10-026,Praia de Santa Luzia,"A Praia de Santa Luzia ficava entre o antigo forte de São Thiago (Ponta do Calabouço, hoje Museu Histórico Nacional) e o Passeio Público. Era a antiga praia de banho das cariocas, com suas velhas pontes e compridos cestos ligados a bóias para nadadores cansados.",Augusto Malta,,1906,FOTOGRAFIA/ Papel,,,,1906,,
007A5P3F10-028,"Rua da Ajuda, do número 139 ao 147",,Augusto Malta,,1903,FOTOGRAFIA/ Papel,,,,1903,,
007A5P3F10-029,Rua da Ajuda,"A rua da Ajuda começava na rua São José, contornava o Morro do Castelo e terminava onde hoje fica o obelisco que marca o fim da Avenida Rio Branco.",Augusto Malta,,1903,FOTOGRAFIA/ Papel,,,,1903,,
007A5P3F10-030,"Rua da Ajuda, números 80, 82 e 84",,Augusto Malta,,1903,FOTOGRAFIA/ Papel,,,,1903,,
007A5P3F10-031,"Rua da Ajuda, números 71 ao 79, esquina com a Rua Almirante Barroso",,Augusto Malta,,1903,FOTOGRAFIA/ Papel,,,,1903,,
007A5P3F10-036,"Ruínas do morro do Castelo; à esquerda, parte do aterro feito com a terra retirada do morro; à direta, Biblioteca Nacional","Morro do Castelo sendo destruído por jatos d&#039;água, última palavra em tecnologia da época. A demolição teve início em agosto e só terminou em novembro, incompleta. No entanto, o morro só foi definitivamente arrasado com o prefeito Henrique Dodsworth na época do Estado Novo. O Morro do Castelo era um dos  marcos iniciais da cidade colonial, e por isso mesmo foi destruído, segundo as idéias ""modernizadoras"" de uma República que se queria, ao menos na aparência, ser civilizada e moderna e esquecer do passado colonial.",Augusto Malta,,"October 9, 1922",FOTOGRAFIA/ Papel,23.0 cm,16.8 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10332478"">Morro do Castelo</a>",1922,,
007A5P3F10-037,Ponta do Calabouço,"O Arsenal foi construído a mando do Conde de Bobadela (o governador Gomes Freire de Andrade) que, preocupado com as investidas dos corsários na cidade, construiu um arsenal de guerra capaz de armar seus soldados que vinham de Portugal. Com a chegada da família Real e a indepêndencia, o Arsenal ganha grandes proporções para produção e armazenamento de armas e munições para abastecer a Guarda Nacional e depois o Exército Brasileiro. Em 1922 abriga parte da Exposição do Centenário da Independência do Brasil, quando o arsenal foi transferido para a Ponta do Caju. Ponta do Calabouço e o Arsenal de Guerra, local onde hoje se localiza o Museu Histórico Nacional",Augusto Malta,,1921,FOTOGRAFIA/ Papel,,,,1921,,
007A5P3F10-048,Câmara e Cadeia Velha,"Prédio construído no século XVII, quando os vereadores da cidade decidiram deixar o morro do Castelo para construir a nova câmara perto da Igreja de São José, na rua da Misericórdia. Em meados do século XVIII, o prédio abrigou também o tribunal de relações, e foi nessa época inclusive que lá ficou Tiradentes, na cadeia, até ser enforcado e esquartejado. Em 1794 os vereadores voltaram a ocupar o prédio, mas em 1808 foram novamente retirados já que a construção foi anexada ao Paço, destinado a ser a nova sede do Império Português.",Augusto Malta,,1895,FOTOGRAFIA/ Papel,,,,1895,,
007A5P3F10-051,Largo de São Domingos,,Augusto Malta,,"October 19, 1926",FOTOGRAFIA/ Papel,23.1 cm,17.0 cm,,1926,,
007A5P3F10-052-053,Igreja de São Domingos,"Igreja de São Domingos, no Largo de São Domingos, atual Avenida Presidente Vargas.O Largo de São Domingos e arredores era zona de baixo meretrício no século XIX. Com a reforma de Pereira Passos e a abertura da Av. Passos, antiga rua da Lampadosa, o largo foi ocupado por lojas e ganhou nova vida.",Augusto Malta,,1926,FOTOGRAFIA/ Papel,,,,1926,,
007A5P3F10-054,"Antigo Largo do Paço; Mercado da Praia do Peixe, ao fundo, e o Mosteiro de São Bento, à direita","O largo inicialmente abrigou uma capela dedicada a Nossa Senhora do Ó, no século XVI. Mais tarde, os frades Carmelitas construíram ali o seu convento. Ali se instalaram também, desde o século XVII, a Câmara e a Cadeia Pública e a Fazenda Real, além dos Armazéns Reais e da Casa da Moeda. No século XVIII, o logradouro ganhou importância sobretudo administrativa, porque o Rio havia se tornado capital da Côlonia. Na segunda metade do mesmo século foram realizadas obras importantes, como a transformação dos Armazéns Reais em sede do governo do Vice-Reinado, a construção da Igreja da Ordem Terceira do Carmo e a instalação do monumental chafariz de Mestre Valentim. No Império, o largo foi chamado de D. Pedro II, e na passagem da República, o nome foi modificado para praça XV de Novembro, data da proclamação republicana. Em 1902 foi construído o Cais Pharoux, que substituiu o antigo do século XVIII.",Augusto Malta,1900 – 1910,,FOTOGRAFIA/ Papel,,,,1905,,
