qid,Qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,,Q125191,Túnel Velho,Fotografia de Augusto Malta,Photograph by Augusto Malta,1927-11-19T00:00:00Z/11,,,Q155,@-22.962710233081413/-43.191390126885864,62.883818096704594U11573,-141.079123019545U28390,92.23628711054458U28390,Q16495239,Q11472,Q71989864,007A5P4F02-060,Q172984,50.0U28390,,,82811
,,Q125191,Exposição de 1922 - Portão do Norte,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.90520830548963/-43.1716137480045,17.583194211298732U11573,130.21229171857598U28390,89.3020012564036U28390,Q16495239,Q11472,Q71989864,007A5P4F02-065,Q172984,50.0U28390,22.1U174728,17.3U174728,7007
,,Q125191,Exposição Internacional de 1922,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.905972376620888/-43.167919450605076,8.966002411587285U11573,-63.34157557665379U28390,88.49312040572602U28390,Q16495239,Q11472,Q71989864,007A5P4F02-066,Q172984,60.01U28390,,,82812
,,Q125191,Exposição Internacional de 1922,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-09-04T00:00:00Z/11,,,Q155,@-22.90510676555605/-43.16835401282624,8.693195066101467U11573,-103.98516235108869U28390,93.63760123223258U28390,Q16495239,Q11472,Q71989864,007A5P4F02-067,Q172984,40.0U28390,25.6U174728,20.3U174728,82813
,,Q125191,Exposição Internacional de 1922 - Torre,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.906878209979965/-43.16827228526574,12.593843868002212U11573,-21.474737923387263U28390,95.12539659717837U28390,Q16495239,Q11472,Q71989864,007A5P4F02-068,Q172984,50.0U28390,,,82814
,,Q125191,Exposição Internacional de 1922 - Pavilhão do Distrito Federal,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.90532269390006/-43.17084049419613,7.556950950327899U11573,-174.22377969445617U28390,97.90962102640968U28390,Q16495239,Q11472,Q71989864,007A5P4F02-069,Q172984,50.0U28390,23.3U174728,17.3U174728,82815
,,Q125191,Exposição Internacional de 1922 - Vista panorâmica,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-10-18T00:00:00Z/11,,,Q155,@-22.905957766000014/-43.170326109999934,52.674813438588174U11573,107.1390098251082U28390,86.63276076498026U28390,Q16495239,Q11472,Q71989864,007A5P4F02-070,Q172984,69.28U28390,,,82816
,,Q125191,Exposição Internacional de 1922 - Pavilhão das Indústrias,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-09-07T00:00:00Z/11,,,Q155,@-22.90580067788146/-43.16867311242997,8.185024416953885U11573,-103.04897027148729U28390,98.12932494951671U28390,Q16495239,Q11472,Q71989864,007A5P4F02-071,Q172984,60.35U28390,,,82817
,,Q125191,Exposição Internacional de 1922 - Pavilhão do México,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.908844735054284/-43.17099307741489,14.977557001497582U11573,-24.81934368754213U28390,89.01561229797363U28390,Q16495239,Q11472,Q71989864,007A5P4F02-072,Q172984,50.0U28390,,,82818
,,Q125191,Exposição Internacional de 1922 - Pavilhão Italiano,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.910167854130783/-43.171866684148284,23.230038842761587U11573,-8.946843624233614U28390,87.58384480492836U28390,Q16495239,Q11472,Q71989864,007A5P4F02-073,Q172984,60.01U28390,,,82819
,,Q125191,Exposição Internacional de 1922,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/9,,,Q155,@-22.908627892535964/-43.170602931665194,13.0092586151234U11573,-41.09295240251078U28390,93.45344562798672U28390,Q16495239,Q11472,Q71989864,007A5P4F02-074,Q172984,50.0U28390,,,82820
,,Q125191,Exposição Internacional de 1922,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-10-18T00:00:00Z/11,,,Q155,@-22.9102342978922/-43.1721216455178,20.83639595320425U11573,-141.05997094973768U28390,90.6305927351749U28390,Q16495239,Q11472,Q71989864,007A5P4F02-075,Q172984,60.0U28390,,,82821
,,Q125191,Exposição Internacional de 1922,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-10-18T00:00:00Z/11,,,Q155,@-22.90615455075321/-43.168312591165154,9.546949616254931U11573,-32.26704424819685U28390,91.65579568197852U28390,Q16495239,Q11472,Q71989864,007A5P4F02-076,Q172984,50.0U28390,,,82822
Q97772910,,Q125191,O Pão de Açucar tomado do Forte do Imbuí,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.95149062308999/-43.112604608588235,21.87558347857924U11573,-91.67011070727848U28390,86.33296237921957U28390,Q3180571,Q11472,Q71989864,007A5P4F05-038-039,Q172984,44.87U28390,,,79114
Q65621603,,Q125191,"Panorama da Glória; ao fundo, a Igreja de Nossa Senhora da Glória do Outeiro",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91863507738123/-43.17690083002164,9.63849397943384U11573,153.4163016040618U28390,88.76149933890402U28390,Q3180571,Q11472,Q71989864,007A5P4F05-063,Q172984,61.06U28390,,,82823
Q97772913,,Q125191,Ilha Fiscal tomada da Ilha das Cobras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89670849832029/-43.170433918834725,22.186650037097696U11573,107.3531330214174U28390,84.79535326302681U28390,Q3180571,Q11472,Q71989864,007A5P4F05-065,Q172984,49.98U28390,,,79115
,,Q125191,Abastecimento d´água,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92797654670802/-43.12231481935607,23.74818670728673U11573,-128.37369296984681U28390,89.19971171217854U28390,Q3180571,Q11472,Q71989864,007A5P4F05-080,Q172984,50.0U28390,,,82824
,,Q125191,"Praia de Copacabana; ao fundo, a Pedra do Arpoador e o Morro Dois Irmãos",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.986822875351987/-43.18694385911636,12.348089676397949U11573,-119.8050713881814U28390,86.6043059514053U28390,Q3180571,Q11472,Q71989864,007A5P4F05-081-082,Q172984,63.48U28390,,,82825
Q65620999,,Q125191,"Praça da Aclamação, atual Praça da Republica, a partir do Morro do Livramento",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1870-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90038311901122/-43.19454448424264,105.7684703166103U11573,138.2191270132279U28390,86.11880418398778U28390,Q5877879,Q11472,Q71989864,007A5P4FP04-016,Q172984,34.17U28390,20.0U174728,15.5U174728,79116
Q65621000,,Q125191,"Andaraí, a partir da Estrada Velha da Tijuca",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.955973980000053/-43.265297202999925,245.80702944919258U11573,42.45138843707448U28390,83.00873857703391U28390,Q5877879,Q11472,Q71989864,007A5P4FP04-018,Q172984,43.63U28390,,,79117
Q65621001,,Q125191,Bela Vista,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.961137733094482/-43.271920915250114,400.8859114479638U11573,-93.44461528813892U28390,87.25903941301036U28390,Q5877879,Q11472,Q71989864,007A5P4FP04-020,Q172984,41.48U28390,,,79118
Q97772914,,Q125191,Bela Vista,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.961275754489325/-43.27234251545107,391.2068673447239U11573,-127.39966357968842U28390,85.28951983164251U28390,Q5877879,Q11472,Q71989864,007A5P4FP04-021,Q172984,40.18U28390,,,79119
Q97772915,,Q125191,"Bela Vista, vista do Morro Conde da Sé",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.96602432543817/-43.278687980806744,400.37843253841584U11573,52.99011381101963U28390,84.39417480485335U28390,Q5877879,Q11472,Q71989864,007A5P4FP04-022,Q172984,40.1U28390,,,79120
Q97772916,,Q125191,Docas da alfândega e Igreja da Candelária,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.897068366212/-43.17493076386407,8.926283605438933U11573,-146.69568212536743U28390,91.07633740451622U28390,Q3180571,Q11472,Q71989864,007A6P3F02-010,Q172984,35.34U28390,22.1U174728,16.4U174728,79121
Q65621002,,Q125191,Santa Casa da Misericórdia do Rio de Janeiro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90772321360681/-43.17031969478811,10.826266645946742U11573,-112.60487783689659U28390,91.91576218313278U28390,Q3180571,Q11472,Q71989864,007A6P3F03-020,COLOTIPIA/ Pigmento,50.0U28390,,,79122
,,Q125191,Avenida Beira-Mar - Cais da Glória,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1910-01-01T00:00:00Z/9,,,Q155,@-22.912393628186148/-43.17536703709669,30.32344128155636U11573,-170.85645293028918U28390,83.268372419281U28390,Q3180571,Q11472,Q71989864,007A6P3F03-024,COLOTIPIA/ Pigmento,41.71U28390,,,82826
Q97772918,,Q125191,Ipanema vista do Arpoador,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1906-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.98800958299337/-43.19107300899872,24.34167823005022U11573,-88.59006880981742U28390,91.57896196243576U28390,Q3180571,Q11472,Q71989864,007A6P3F03-049,COLOTIPIA/ Pigmento,41.4U28390,,,79124
,,Q125191,Vista aérea da Praça Mauá e da Avenida Rio Branco (antiga Avenida Central),Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89148491708217/-43.182402960295775,296.51990337273537U11573,169.90888492219543U28390,67.77019589913168U28390,Q63166336,Q11472,Q71989864,007ALA022,Q172984,44.99U28390,17.0U174728,12.1U174728,82476
Q65621009,,Q125191,"Vista aérea do bairro da Glória, destaque para Igreja Nossa Senhora da Glória do Outeiro",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92179647389508/-43.171251394168294,474.2372713488173U11573,-76.71080056611801U28390,50.09428880926431U28390,Q63166336,Q11472,Q71989864,007ALA050,Q172984,44.99U28390,17.2U174728,12.2U174728,82494
,,Q125191,Vista aérea da praia de Copacabana,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.970396882000017/-43.17469628499995,614.7057837060204U11573,-87.79487042810264U28390,61.83000000000097U28390,Q63166336,Q11472,Q71989864,007ALA110,Q172984,44.49U28390,17.2U174728,12.2U174728,82555
,,Q125191,Vista aérea das praias de Copacabana e de Ipanema,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.984382371293307/-43.18081805277411,697.3672373933168U11573,-92.28162779094755U28390,62.56367161378172U28390,Q63166336,Q11472,Q71989864,007ALA112,Q172984,45.01U28390,17.1U174728,12.2U174728,82559
,,Q125191,Leblon; Avenida Niemeyer,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1921-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.991960153603312/-43.23370264532936,41.80560445222917U11573,133.1004502961565U28390,83.07625642524775U28390,Q3180571,Q11469,Q71989864,007CX019-09,AUTOCHROME / Corante e prata,50.0U28390,12.5U174728,6.0U174728,87146
,,Q125191,Vista noturna do Passeio Público,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.913881369923512/-43.176620484668284,9.20435554874548U11573,75.1993412228219U28390,101.01326825501741U28390,Q3180571,Q11469,Q71989864,007CX019-10,AUTOCHROME / Corante e prata,50.0U28390,12.5U174728,6.0U174728,87145
,,Q125191,Ministério da Agricultura,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.953562211532265/-43.16958975077383,9.587926776181254U11573,-123.73223934574841U28390,99.53737299204631U28390,Q3180571,Q11469,Q71989864,007CX019-11,AUTOCHROME / Corante e prata,59.83U28390,12.5U174728,6.0U174728,87147
,,Q125191,"Lapa, Passeio Público, Palácio Monroe, Rua Santa Luzia e Morro do Castelo; vistos da Rua Taylor",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91785737045707/-43.178397495843974,55.802043692987965U11573,26.43108036230275U28390,86.98380092216303U28390,Q3180571,Q11469,Q71989864,007CX020-01,Q172984,60.0U28390,13.0U174728,6.0U174728,87631
,,Q125191,"Alto da Boa Vista, visto da Antiga Estrada do Caminho do Jardim; atual Estrada da Vista Chinesa",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.96974196421792/-43.259270457046746,11.823705740513999U11573,-139.4948240417722U28390,84.05721733262536U28390,Q3180571,Q11469,Q71989864,007CX020-03,Q172984,44.96U28390,13.0U174728,6.0U174728,87632
,,Q125191,"Avenida Niemeyer; ao fundo, a Pedra da Gávea",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1920-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.99716117326351/-43.241487258361005,167.20444393325081U11573,-72.30463914921665U28390,97.70344799884712U28390,Q3180571,Q11469,Q71989864,007CX020-06,Q172984,45.15U28390,13.0U174728,6.0U174728,87633
,,Q125191,Vista do Rio de Janeiro; a partir do alto do Corcovado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.951782051722216/-43.210066004554776,726.1327104945708U11573,30.04298316107942U28390,81.08478548924957U28390,Q3180571,Q11469,Q71989864,007CX020-08,Q172984,44.97U28390,13.0U174728,6.0U174728,87634
,,Q125191,"Avenida Niemeyer; ao fundo, a Pedra da Gávea",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1920-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.99846338159976/-43.25585377467166,13.316174257358231U11573,-88.09380462144945U28390,93.92772008098677U28390,Q3180571,Q11469,Q71989864,007CX021-01,Q172984,55.1U28390,13.0U174728,6.0U174728,87635
,,Q125191,"Catete, Glória e Pão de Açucar; tomados de Santa Tereza",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91810543100002/-43.181584123999976,9.939999995720168U11573,131.1910301560623U28390,85.05000000000005U28390,Q3180571,Q11469,Q71989864,007CX021-03,Q172984,45.1U28390,13.0U174728,6.0U174728,87638
,,Q125191,Avenida Central (atual Rio Branco) e Palácio Monroe (ao fundo); tomados da Avenida República do Paraguai,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1915-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91027037715466/-43.179388260450324,52.28154750835847U11573,111.93065018495929U28390,85.36582818344354U28390,Q3180571,Q11469,Q71989864,007CX021-05,Q172984,43.12U28390,13.0U174728,6.0U174728,87637
,,Q125191,Morro do Pão de Açúcar; visto do morro da Urca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.950996256937472/-43.1637995434562,225.0126738459857U11573,81.11856868280586U28390,89.13441244057077U28390,Q3180571,Q11469,Q71989864,007CX021-06,Q172984,55.0U28390,13.0U174728,6.0U174728,87636
,,Q125191,Praia de Santa Luzia; tomada de Santa Teresa,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91819438683132/-43.178959129469405,73.36600803145112U11573,39.59543680722622U28390,84.91845313356195U28390,Q3180571,Q11469,Q71989864,007CX022-01,AUTOCHROME / Corante e prata,44.99U28390,13.0U174728,6.0U174728,87641
,,Q125191,"Enseada de Botafogo; ao fundo, o Morro do Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.943171270826806/-43.17621077551497,9.571022879997594U11573,-100.438763516444U28390,90.72824574074016U28390,Q3180571,Q11469,Q71989864,007CX022-03,AUTOCHROME / Corante e prata,55.14U28390,13.0U174728,6.0U174728,87639
,,Q125191,Vista tomada do Observatório Nacional,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.895595827299555/-43.223305249500505,43.96217650262307U11573,171.85846967746812U28390,89.67478677904005U28390,Q3180571,Q11469,Q71989864,007CX022-04,AUTOCHROME / Corante e prata,55.0136U28390,13.0U174728,6.0U174728,87640
,,Q125191,Rua Joaquim Murtinho,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91645561067162/-43.18300455410951,75.62071106611775U11573,84.69248751812131U28390,82.84469281837464U28390,Q3180571,Q11469,Q71989864,007CX022-08,AUTOCHROME / Corante e prata,45.28U28390,13.0U174728,6.0U174728,87643
,,Q125191,Estátua equestre de Dom Pedro I,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90687627500001/-43.18256250000002,10.04117784693908U11573,-105.38892916196511U28390,101.4U28390,Q3180571,Q11469,Q71989864,007CX022-09,AUTOCHROME / Corante e prata,50.0U28390,13.0U174728,6.0U174728,87642
,,Q125191,Vista tomada da Estrada das Paineiras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.946481977425233/-43.204846817633715,209.6301019925383U11573,54.020634532435U28390,85.42836536213639U28390,Q3180571,Q11469,Q71989864,007CX023-01,Q172984,45.07U28390,13.0U174728,6.0U174728,87644
,,Q125191,Homem observa a vista do Morro do Pão de Açúcar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.949395866159378/-43.156361261586504,394.9231042314357U11573,72.21354781708794U28390,86.38965993199909U28390,Q3180571,Q11469,Q71989864,007CX023-03,Q172984,56.83U28390,13.0U174728,6.0U174728,87645
,,Q125191,Enseada de Botafogo e Morro do Corcovado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1917-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9414761097373/-43.176979498374024,7.938753244401339U11573,-109.48235080892141U28390,93.78892417247586U28390,Q3180571,Q11469,Q71989864,007CX023-07,Q172984,43.32U28390,13.0U174728,6.0U174728,87646
,,Q125191,Observatório Nacional do Rio de Janeiro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.895464252405855/-43.223379300172454,48.09119785567478U11573,-125.3280373073851U28390,83.35503352722236U28390,Q3180571,Q11469,Q71989864,007CX178-04,AUTOCHROME / Corante e prata,45.1978U28390,13.0U174728,6.0U174728,87647
,,Q125191,Avenida Niemeyer; destaque para a Pedra da Gávea ao fundo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1920-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-23.000147188266283/-43.241842384751216,43.6697014451717U11573,-107.6326611357322U28390,91.01493178493028U28390,Q3180571,Q11469,Q71989864,007CX183-01,Q172984,59.94U28390,13.0U174728,6.0U174728,87649
,,Q125191,Avenida Niemeyer; destaque para a Pedra da Gávea ao fundo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1920-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.999824510313488/-43.24714804547244,36.949813358276316U11573,-79.6479207143402U28390,89.43280330957491U28390,Q3180571,Q11469,Q71989864,007CX183-02,Q172984,59.88U28390,13.0U174728,6.0U174728,87648
,,Q125191,Avenida Niemeyer; destaque para a Pedra da Gávea ao fundo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1920-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.999045984003857/-43.24960610670556,28.04433489936564U11573,-100.2140883069648U28390,86.17323263444312U28390,Q3180571,Q11469,Q71989864,007CX183-04,Q172984,55.01U28390,13.0U174728,6.0U174728,87650
,,Q125191,Avenida Niemeyer; destaque para a Pedra da Gávea ao fundo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1920-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-23.000632774/-43.24388545499998,42.36827443305746U11573,-97.36524450008821U28390,90.52U28390,Q3180571,Q11469,Q71989864,007CX183-06,Q172984,50.0U28390,13.0U174728,6.0U174728,87651
,,Q125191,Exposição Internacional de 1922 - Pavilhão da Itália,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90932248091419/-43.171379205434256,11.76572234755511U11573,-92.95246117932841U28390,101.72967998457041U28390,Q3180571,Q11469,Q71989864,007CX189-01,AUTOCHROME / Corante e prata,60.06U28390,12.5U174728,6.0U174728,87150
,,Q125191,Exposição de 1922 - Pavilhão da Estatística,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.905193355029674/-43.16957656348649,8.958872311864004U11573,12.208289013043931U28390,100.0557482733448U28390,Q3180571,Q11469,Q71989864,007CX189-02,AUTOCHROME / Corante e prata,50.0U28390,12.5U174728,6.0U174728,87151
,,Q125191,Exposição de 1922 - Pavilhão não identificado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.909862873331463/-43.17210915826593,10.2980970680674U11573,135.54254813121858U28390,101.03387127057829U28390,Q3180571,Q11469,Q71989864,007CX189-03,AUTOCHROME / Corante e prata,50.0U28390,12.5U174728,6.0U174728,87149
,,Q125191,Exposição de 1922 - Pavilhão Tcheco-Eslovaco,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.908569238232694/-43.170594728637326,12.45624675442721U11573,-49.140457201995076U28390,93.60662552992711U28390,Q3180571,Q11469,Q71989864,007CX189-04,AUTOCHROME / Corante e prata,50.0U28390,12.5U174728,6.0U174728,87152
,,Q125191,Exposição Internacional de 1922 - Pavilhão da Inglaterra,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91014410310284/-43.171889107217744,10.401341116280989U11573,-61.08491846340369U28390,97.1585521485092U28390,Q3180571,Q11469,Q71989864,007CX189-05,AUTOCHROME / Corante e prata,59.55U28390,12.5U174728,6.0U174728,87153
,,Q125191,Exposição Internacional de 1922 - Palácio das festas,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.906664295493/-43.16850766750176,8.676737448368058U11573,-90.104852436296U28390,101.1200450456307U28390,Q3180571,Q11469,Q71989864,007CX189-06,AUTOCHROME / Corante e prata,50.0U28390,12.5U174728,6.0U174728,87155
,,Q125191,Exposição de 1922 - Parque de diversões,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.908947893432458/-43.17112875786124,10.57869986707715U11573,76.69212682925485U28390,101.3213025805294U28390,Q3180571,Q11469,Q71989864,007CX189-07,AUTOCHROME / Corante e prata,60.0U28390,12.5U174728,6.0U174728,87154
,,Q125191,Exposição de 1922 - Parque de diversões,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1922-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.908430416262778/-43.16992272147593,10.86014053947771U11573,-95.38279595618286U28390,100.5641597687449U28390,Q3180571,Q11469,Q71989864,007CX189-08,AUTOCHROME / Corante e prata,60.0U28390,12.5U174728,6.0U174728,87156
