qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
nan,Q125191,Pão de Açúcar; tomado das proximidades da Praia do Flamengo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.93575/-43.17439,15.76717U11573,121.19746U28390,90.37731U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0409,Q172984||Q35158,45.0U28390,110U174728,45U174728,90807
nan,Q125191,Avenida Rio Branco,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90703/-43.17688,8.859U11573,-107.27802U28390,99.75151U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0705,Q172984||Q35158,50.0U28390,110U174728,45U174728,90816
nan,Q125191,"Hotel Avenida, situado na Avenida Rio Branco",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90637/-43.1772,9.07752U11573,-169.85583U28390,100.30095U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0707,Q172984||Q35158,45.0U28390,110U174728,45U174728,88746
nan,Q125191,Rua Primeiro de Março,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.90169/-43.17637,8.34383U11573,140.52904U28390,92.56927U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0708,Q172984||Q35158,45.0U28390,110U174728,45U174728,90817
nan,Q125191,Rua Primeiro de Março,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1917-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90133/-43.17643,7.82365U11573,150.51151U28390,96.46166U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0709,Q172984||Q35158,45.0U28390,110U174728,45U174728,90818
nan,Q125191,Largo da Carioca,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.90676/-43.1782,11.53543U11573,171.62661U28390,95.47068U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0710,Q172984||Q35158,45.0U28390,110U174728,45U174728,90822
nan,Q125191,Avenida Rio Branco,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90394/-43.17812,7.96802U11573,-4.60252U28390,97.05542U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0712,Q172984||Q35158,45.0U28390,110U174728,45U174728,90821
nan,Q125191,"Praia da Saudade e o Pavilhão dos Estados, da Exposição Nacional Comemorativa do 1º Centenário da Abertura dos Portos do Brasil",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1908-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.95286/-43.17088,7.63724U11573,155.95942U28390,91.22692U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0715,Q172984||Q35158,45.0U28390,110U174728,45U174728,90819
nan,Q125191,"Lapa vista de Santa Teresa; ao fundo, os Arcos da Lapa",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.9163/-43.1827,50.57626U11573,42.31428U28390,90.02008U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0717,Q172984||Q35158,45.0U28390,110U174728,45U174728,90820
nan,Q125191,Bairro do Catete,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.92514/-43.17524,22.99676U11573,-129.03824U28390,93.08791U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0901,Q172984||Q35158,45.09U28390,110U174728,45U174728,83625
nan,Q125191,Bairro do Catete; palmeiras ao fundo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.92523/-43.17461,39.86989U11573,167.44061U28390,82.18177U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0902,Q172984||Q35158,45.0U28390,110U174728,45U174728,83629
nan,Q125191,Bairro do Catete; palmeiras ao fundo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.92514/-43.17524,26.68426U11573,-154.51644U28390,89.46834U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0903,Q172984||Q35158,45.0U28390,110U174728,45U174728,83627
nan,Q125191,Morros da Glória e do Pão de Açúcar; vistos do terraço do jardim do Passeio Público,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.91392/-43.17593,12.07375U11573,167.36201U28390,84.38269U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN16,Q172984||Q35158,45.0U28390,110U174728,45U174728,83640
nan,Q125191,Bairro do Catete; palmeiras ao fundo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.92511/-43.17526,27.29729U11573,130.70562U28390,84.50936U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0904,Q172984||Q35158,45.0U28390,110U174728,45U174728,83626
nan,Q125191,Pão de Açúcar,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.94806/-43.18059,16.8405U11573,91.63037U28390,101.0885U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0906,Q172984||Q35158,45.0U28390,110U174728,45U174728,83628
nan,Q125191,Aterramento da Praia da Saudade,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.94602/-43.16041,43.30104U11573,-79.57915U28390,85.14249U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJN1213,Q172984||Q35158,45.0U28390,110U174728,45U174728,88833
nan,Q125191,Ministério da Marinha e Mosteiro de São Bento,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.89902/-43.17629,17.03945U11573,-50.61296U28390,86.92221U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN01,Q172984||Q35158,45.0U28390,110U174728,45U174728,83631
nan,Q125191,"Vista do Rio de Janeiro a partir do Rio Comprido; ao fundo, o Morro do Pão de Açúcar",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1917-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.93666/-43.21931,385.8224U11573,91.96519U28390,82.78452U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN02,Q172984||Q35158,45.0U28390,110U174728,45U174728,90823
nan,Q125191,Vista da cidade; tomada do Morro do Castelo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1917-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.90799/-43.17318,64.04303U11573,-61.92483U28390,88.49429U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN03,Q172984||Q35158,45.0U28390,110U174728,45U174728,83634
nan,Q125191,"Bairro da Glória, entrada da Baía de Guanabara e Pão de Açúcar; tomados de Santa de Tereza",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.91822/-43.1814,90.11859U11573,128.54757U28390,82.50269U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN04,Q172984||Q35158,42.23U28390,110U174728,45U174728,83632
nan,Q125191,Bairro da Glória e Pão de Açúcar; tomados de Santa Teresa,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.91831/-43.17932,70.80879U11573,135.89206U28390,90.81133U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN06,Q172984||Q35158,45.0U28390,110U174728,45U174728,83633
nan,Q125191,Vista da cidade; tomada das proximidades da Estrada do Sumaré,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.95173/-43.2363,708.44034U11573,91.31076U28390,87.03655U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN07,Q172984||Q35158,45.0U28390,110U174728,45U174728,83635
nan,Q125191,Morro do Cantagalo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.91369/-43.17564,8.61249U11573,-141.53704U28390,90.22449U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN08,Q172984||Q35158,45.0U28390,110U174728,45U174728,87158
nan,Q125191,"Porto, Mercado Municipal e, ao fundo, o Morro do Castelo",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90129/-43.17337,8.675U11573,-170.41825U28390,83.67868U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN10,Q172984||Q35158,45.0U28390,110U174728,45U174728,83636
nan,Q125191,Estátua equestre de Dom Pedro I,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90678/-43.18313,1.43246U11573,109.01118U28390,95.55266U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN11,Q172984||Q35158,45.0U28390,110U174728,45U174728,83638
nan,Q125191,Vista da cidade; tomada a partir do Morro de Sumaré,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.93167/-43.22213,344.15074U11573,53.60596U28390,82.47676U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN12,Q172984||Q35158,45.0U28390,110U174728,45U174728,83637
nan,Q125191,Vista da Baía de Guanabara; tomada da Ilha de Boa Viagem,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.91073/-43.13071,61.70081U11573,83.15407U28390,84.81377U28390,Q55088608,Q97570383||Q35158,Q71989864,002080RJSN14,Q172984||Q35158,45.0U28390,110U174728,45U174728,83641
nan,Q125191,Bairro do Catete,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,0001-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1958-01-01T00:00:00Z/9,Q155,@-22.92508/-43.17517,26.0978U11573,-125.61321U28390,88.52708U28390,Q55088608,Q85621807||Q35158,Q71989864,002080RJN0905,Q172984||Q35158,45.0U28390,110U174728,45U174728,83630
nan,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.94925/-43.15636,411.98287U11573,-147.39809U28390,94.48141U28390,Q97570728,Q56055236||Q35158,Q71989864,002010TM031,Q172984||Q35158,50.0U28390,173U174728,112U174728,82647
nan,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.95106/-43.16411,227.13525U11573,69.45344U28390,90.15147U28390,Q97570728,Q56055236||Q35158,Q71989864,002010TM030,Q172984||Q35158,60.0U28390,180U174728,130U174728,82646
nan,Q125191,Construção do bondinho do Pão de Açúcar,Fotografia de Therezio Mascarenhas,Photograph by Therezio Mascarenhas,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1912-01-01T00:00:00Z/9,Q155,@-22.95519/-43.16626,11.32958U11573,66.40631U28390,100.32645U28390,Q97570728,Q56055236||Q35158,Q71989864,002010TM028,Q172984||Q35158,50.0U28390,130U174728,180U174728,82645
nan,Q125191,Vista aérea da Avenida Rodrigues Alves,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89514/-43.2104,234.68748U11573,176.22945U28390,69.99288U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA014,Q172984||Q35158,45.0U28390,172U174728,120U174728,82470
nan,Q125191,Vista aérea dos bairros da Gamboa e Saúde,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89187/-43.19453,258.48379U11573,-161.5308U28390,70.14026U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA015,Q172984||Q35158,48.8U28390,172U174728,120U174728,82466
nan,Q125191,Vista aérea do bairro Santo Cristo,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89335/-43.20242,286.92996U11573,-176.41039U28390,69.14506U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA016,Q172984||Q35158,49.73U28390,173U174728,123U174728,82469
nan,Q125191,"Vista aérea do Rio de Janeiro, destaque para os bairros da Gamboa e do Santo Cristo",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89164/-43.18457,212.83499U11573,-172.50841U28390,77.45946U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA017,Q172984||Q35158,47.99U28390,172U174728,122U174728,82467
nan,Q125191,"Vista aérea do centro do Rio de Janeiro, Praça Mauá e do bairro do Santo Cristo",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.87786/-43.18722,495.82575U11573,-172.52097U28390,77.1673U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA018,Q172984||Q35158,48.18U28390,167U174728,114U174728,82463
nan,Q125191,"Vista aérea dos bairros do Santo Cristo e da Glória; destaque para os Arcos da Lapa e, ao fundo, para o Morro do Pão de Açúcar",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.88723/-43.19587,486.74535U11573,162.98439U28390,80.92748U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA019,Q172984||Q35158,46.7918U28390,172U174728,122U174728,82464
nan,Q125191,"Vista aérea do Campo do Santana, da Estrada de Ferro Central do Brasil e do Quartel do Exército (atual Palácio Duque de Caxias)",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.90655/-43.18877,444.74652U11573,-50.2683U28390,34.42343U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA020,Q172984||Q35158,45.0U28390,171U174728,120U174728,82465
nan,Q125191,Vista áerea do bairro da Saúde,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89258/-43.18046,461.71948U11573,-153.86528U28390,61.8566U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA021,Q172984||Q35158,45.0U28390,172U174728,120U174728,82468
nan,Q125191,Vista aérea da Praça Mauá e da Avenida Rio Branco (antiga Avenida Central),Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89148/-43.1824,296.5199U11573,169.90888U28390,67.7702U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA022,Q172984||Q35158,44.99U28390,170U174728,121U174728,82476
nan,Q125191,Vista aérea da Praça Mauá,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89066/-43.17661,599.99943U11573,-158.1264U28390,58.63992U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA023,Q172984||Q35158,45.0U28390,173U174728,122U174728,82473
nan,Q125191,"Vista aérea da região da Praça XV, Praça Mauá e cais do Porto",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.88947/-43.17839,186.47591U11573,-173.61171U28390,80.18064U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA024,Q172984||Q35158,48.74U28390,170U174728,115U174728,82471
nan,Q125191,Vista da Ilha das Cobras e Arsenal da Marinha,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.90274/-43.17923,434.71418U11573,29.05697U28390,59.02284U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA026,Q172984||Q35158,44.99U28390,170U174728,118U174728,82477
nan,Q125191,Esquadrilha Macchi 9,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.88337/-43.17568,8.03775U11573,-104.63437U28390,84.7443U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA034,Q172984||Q35158,50.0U28390,167U174728,120U174728,82481
nan,Q125191,Vista aérea da Avenida Central (atual Rio Branco) e Avenida Marechal Floriano,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89731/-43.17476,403.61346U11573,-136.34104U28390,69.57744U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA035,Q172984||Q35158,45.01U28390,173U174728,123U174728,82485
nan,Q125191,Vista aérea do Largo de São Francisco de Paula,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.90782/-43.18027,463.67903U11573,0.14726U28390,31.08979U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA036,Q172984||Q35158,50.59U28390,172U174728,121U174728,82492
nan,Q125191,Vista da Praça Tiradentes,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.90467/-43.18272,384.39741U11573,173.50633U28390,23.32675U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA037,Q172984||Q35158,45.01U28390,173U174728,122U174728,82495
nan,Q125191,Vista aérea do Largo da Carioca e da Avenida Central (atual Rio Branco),Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.90808/-43.17445,413.97179U11573,-71.93969U28390,42.10083U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA038,Q172984||Q35158,50.0U28390,172U174728,122U174728,82490
nan,Q125191,Vista aérea da Avenida Central (atual Rio Branco),Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.907/-43.17721,505.72245U11573,32.42715U28390,7.42555U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA039,Q172984||Q35158,45.0U28390,170U174728,121U174728,82483
nan,Q125191,"Vista aérea do centro do Rio de Janeiro, em destaque, o Palácio Monroe e o Passeio Público",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.90978/-43.17062,448.5559U11573,-107.49144U28390,64.47358U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA045,Q172984||Q35158,45.07U28390,171U174728,122U174728,82501
nan,Q125191,Vista aérea do bairro da Lapa e do Passeio Público,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.91498/-43.17103,450.75637U11573,-71.40288U28390,64.56968U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA046,Q172984||Q35158,45.76U28390,171U174728,121U174728,82496
nan,Q125191,"Vista aérea dos bairros da Glória, Lapa e Passeio Público",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.9156/-43.17454,406.37219U11573,-66.74694U28390,41.61575U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA047,Q172984||Q35158,50.0U28390,171U174728,123U174728,82491
nan,Q125191,Vista aérea do bairro da Glória,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.91786/-43.17362,284.70021U11573,-80.47452U28390,59.70025U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA048,Q172984||Q35158,45.0U28390,172U174728,121U174728,82503
nan,Q125191,Panorama da cidade do Rio de Janeiro a partir de Santa Teresa,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1892-01-01T00:00:00Z/9,1897-01-01T00:00:00Z/9,Q155,@-22.92199/-43.18811,123.4376U11573,8.52518U28390,82.98192U28390,Q10312614,Q56055236||Q35158,Q71989864,001GU001003,Q107387614||Q35158,50.0U28390,270U174728,210U174728,80438
nan,Q125191,Enseada de Botafogo vista do morro Nova Cintra,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1892-01-01T00:00:00Z/9,1897-01-01T00:00:00Z/9,Q155,@-22.93368/-43.19701,227.64716U11573,110.57105U28390,83.29868U28390,Q10312614,Q56055236||Q35158,Q71989864,001GU001001,Q107387614||Q35158,50.0U28390,270U174728,210U174728,80436
nan,Q125191,Vista aérea do bairro da Glória,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.91887/-43.1758,213.26966U11573,-130.51146U28390,65.56464U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA052,Q172984||Q35158,45.0U28390,172U174728,125U174728,82499
nan,Q125191,"Vista aérea do bairro da Glória, destaque para a rua Benjamin Constant",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.92122/-43.17484,482.76819U11573,-70.87585U28390,45.36982U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA053,Q172984||Q35158,44.99U28390,172U174728,121U174728,82504
nan,Q125191,Chegada da família real da Bélgica ao Rio de Janeiro,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1920-09-19T00:00:00Z/11,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89457/-43.18058,47.96997U11573,-167.06688U28390,64.44564U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA057,Q172984||Q35158,45.0U28390,173U174728,120U174728,82508
nan,Q125191,"Santa Teresa e Corcovado, vistos do Morro de Santo Antônio",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1892-01-01T00:00:00Z/9,1897-01-01T00:00:00Z/9,Q155,@-22.91111/-43.18208,30.66054U11573,-153.57742U28390,89.62683U28390,Q10312614,Q56055236||Q35158,Q71989864,001GU001011,Q107387614||Q35158,50.0U28390,270U174728,210U174728,82341
nan,Q125191,"Vista aérea do bairro de São Cristovão, destaque para o Campo de São Cristóvão",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89784/-43.22602,368.55637U11573,81.94535U28390,52.4893U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA012,Q172984||Q35158,45.0U28390,174U174728,122U174728,82461
nan,Q125191,"Vista aérea do bairro de São Cristovão, destaque para o Campo de São Cristóvão",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.89159/-43.21301,327.25667U11573,-134.38008U28390,68.48499U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA011,Q172984||Q35158,45.0U28390,173U174728,121U174728,82460
nan,Q125191,Vista aérea da Ilha do Viana,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.86503/-43.12502,299.94189U11573,-103.90981U28390,56.794U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA010,Q172984||Q35158,45.0U28390,166U174728,117U174728,82457
nan,Q125191,Multidão em frente ao Palácio Monroe,Fotografia de A. Ribeiro,Photograph by A. Ribeiro,1918-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1921-01-01T00:00:00Z/9,Q155,@-22.91131/-43.17514,19.31601U11573,-173.215U28390,91.3847U28390,,Q56055236||Q35158,Q71989864,007A5P3F13-015,Q172984||Q35158,44.92U28390,225U174728,170U174728,82729
nan,Q125191,"Morro do Corcovado, com o Mirante Chapéu do Sol no topo",Fotografia de A. Ribeiro,Photograph by A. Ribeiro,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.95178/-43.21148,639.3123U11573,80.88888U28390,95.66591U28390,,Q56055236||Q35158,Q71989864,007A5P3F13-017,Q172984||Q35158,47.02U28390,168U174728,227U174728,82731
