dcterms:identifier,dcterms:title,dcterms:description,dcterms:creator,dcterms:date,dcterms:available,dcterms:type:en,dcterms:type:pt,dcterms:medium:pt,dcterms:medium:en,dcterms:format:pt,dcterms:format:en,dcterms:rights,dcterms:bibliographicCitation,dcterms:source,dcterms:hasVersion,latitude,longitude,foaf:depicts,schema:width,schema:height,media,item_sets
014AM006003,"Rua Furquim Werneck, atual rua Xavier da Silveira",,Augusto Malta,1918 circa,1915/1923,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78661 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621116 Wikidata,-22.97675,-43.19176,http://www.wikidata.org/entity/Q202730 Copacabana,235,175,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM006003.jpg,All||Views||Smapshot
014AM006004,Vista do bairro de Copacabana,,Augusto Malta,1920 circa,1915/1925,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78664 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621117 Wikidata,-22.96259,-43.17241,http://www.wikidata.org/entity/Q202730 Copacabana,235,175,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM006004.jpg,All||Views||Smapshot
014AM006005,Avenida Atlântica,,Augusto Malta,16/06/1919,1919/1919,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78660 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621118 Wikidata,-22.96239,-43.16647,http://www.wikidata.org/entity/Q202730 Copacabana,235,175,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM006005.jpg,All||Views||Smapshot
014AM006006,Praia de Copacabana,,Augusto Malta,11/03/1918,1918/1918,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78663 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621120 Wikidata,-22.96353,-43.16903,http://www.wikidata.org/entity/Q202730 Copacabana,235,175,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM006006.jpg,All||Views
014AM006007,Vista do bairro de Copacabana,,Augusto Malta,1922 circa,1920/1930,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78659 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621121 Wikidata,-22.96103,-43.17892,http://www.wikidata.org/entity/Q202730 Copacabana,235,175,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM006007.jpg,All||Views||Smapshot
014AM006008,Bairro de Copacabana,,Augusto Malta,11/03/1918,1918/1918,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78666 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621122 Wikidata,-22.96339,-43.16802,http://www.wikidata.org/entity/Q202730 Copacabana,235,175,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM006008.jpg,All||Views
014AM006009,Avenida Atlântica,"O Obelisco na Avenida Atlântica foi inaugurado em 1919 e foi transferido, na década de 1930, para a Praça Júlio de Noronha.",Augusto Malta,1920 circa,1919/1925,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78667 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621529 Wikidata,-22.98012,-43.18966,http://www.wikidata.org/entity/Q202730 Copacabana,235,175,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM006009.jpg,All||Views||Smapshot
014AM006010,"Avenida Atlântica, ao fundo o Hotel Copacabana Palace",,Augusto Malta,1926 circa,1923/1933,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78668 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621124 Wikidata,-22.97048,-43.18298,http://www.wikidata.org/entity/Q202730 Copacabana,235,175,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM006010.jpg,All||Views
014AM006011,Avenida Atlântica,,Augusto Malta,16/06/1919,1919/1919,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78665 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621125 Wikidata,-22.96561,-43.17442,http://www.wikidata.org/entity/Q202730 Copacabana,235,175,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM006011.jpg,All||Views||Smapshot
014AM007001,Desfile das grandes sociedades carnavalescas,Multidão na Avenida Rio Branco,Augusto Malta,1919 circa,1912/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/18171 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621126 Wikidata,-22.90287,-43.17843,http://www.wikidata.org/entity/Q4828121 Avenida Rio Branco,299,169,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM007001.jpg,All||Views
014AM007003,Desfile de corso durante o carnaval,,Augusto Malta,1919,1919/1919,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/18169 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772497 Wikidata,-22.90679,-43.17702,,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM007003.jpg,All||Views
014AM007005,Carnaval na Avenida Rio Branco,,Augusto Malta,1915 circa,1912/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17018 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621127 Wikidata,-22.90314,-43.17842,http://www.wikidata.org/entity/Q2946148 Centro,231,172,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM007005.jpg,All||Views
014AM007006,Desfile de corsos durante o carnaval,,Augusto Malta,1917,1917/1917,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/18170 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772498 Wikidata,-22.90572,-43.17739,,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM007006.jpg,All||Views
014AM007007,Desfile do corso durante o carnaval,,Augusto Malta,1914,1914/1914,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17172 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772476 Wikidata,-22.90293,-43.1785,,152,112,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM007007.jpg,All||Views
014AM008001,Ressaca em frente ao Passeio Público,,Augusto Malta,14/07/1921,1921/1921,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17019 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621128 Wikidata,-22.91364,-43.17492,http://www.wikidata.org/entity/Q522559 Lapa,231,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM008001.jpg,All||Views||Smapshot
014AM008002,Ressaca na praia do Flamengo,,Augusto Malta,1915 circa,1910/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17020 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621129 Wikidata,-22.93731,-43.17352,http://www.wikidata.org/entity/Q995561 Flamengo,242,164,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM008002.jpg,All||Views
014AM008003,Ressaca na praia de Botafogo,,Augusto Malta,26/07/1923,1923/1923,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17021 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621130 Wikidata,-22.93516,-43.17434,http://www.wikidata.org/entity/Q894624 Botafogo (Bairro),229,172,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM008003.jpg,All||Views
014AM008004,Ressaca na praia do Leme,,Augusto Malta,16/07/1921,1921/1921,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78669 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621530 Wikidata,-22.96394,-43.17019,http://www.wikidata.org/entity/Q429284 Praia do Leme,240,172,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM008004.jpg,All||Views
014AM009001,Doutor Rodrigues Alves no Campo de Santana,,Augusto Malta,15/11/1908,1908/1908,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17022 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772471 Wikidata,-22.94749,-43.18224,,233,173,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM009001.jpg,All||Views
014AM010001,"Rua Chile, atual Rua da Ajuda",,Augusto Malta,14/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78671 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772869 Wikidata,-22.90683,-43.1767,,240,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010001.jpg,All||Views
014AM010002,Rua Riachuelo,,Augusto Malta,24/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17023 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621132 Wikidata,-22.9145,-43.18436,http://www.wikidata.org/entity/Q522559 Lapa,232,173,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010002.jpg,All||Views
014AM010003,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,14/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78673 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621133 Wikidata,-22.90586,-43.17159,,240,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010003.jpg,All||Views
014AM010004,Ponte no Canal do Mangue,,Augusto Malta,1930 circa,1925/1935,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78672 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621135 Wikidata,-22.91015,-43.20627,http://www.wikidata.org/entity/Q2946148 Centro,232,173,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010004.jpg,All||Views
014AM010005,Ponte sobre o Rio Faria,,Augusto Malta,09/09/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78670 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621136 Wikidata,-22.88664,-43.28897,,240,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010005.jpg,All||Views||Smapshot
014AM010007,"Rua Chile, atual Rua da Ajuda",,Augusto Malta,07/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78674 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621137 Wikidata,-22.90603,-43.1766,,240,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010007.jpg,All||Views
014AM010008,"Rua Chile, atual Rua da Ajuda",,Augusto Malta,07/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78675 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621138 Wikidata,-22.90602,-43.17665,,240,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010008.jpg,All||Views
014AM010009,Rua Frei Caneca,,Augusto Malta,05/03/1926,1926/1926,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17024 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621139 Wikidata,-22.90894,-43.18841,http://www.wikidata.org/entity/Q2946148 Centro,231,171,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010009.jpg,All||Views
014AM010011,Mudança de calçamento na rua dos Arcos,,Augusto Malta,24/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17025 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621140 Wikidata,-22.91192,-43.18186,http://www.wikidata.org/entity/Q522559 Lapa,232,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010011.jpg,All||Views
014AM010012,Praia de Botafogo tomada do Pão de Açúcar,,Augusto Malta,1915 circa,1910/1920,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78609 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621141 Wikidata,-22.9495,-43.1564,http://www.wikidata.org/entity/Q1898482 Urca,239,179,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010012.jpg,All||Views||Smapshot
014AM010013,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,07/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78677 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772871 Wikidata,-22.90508,-43.17391,,240,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010013.jpg,All||Views
014AM010014,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,14/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78678 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772872 Wikidata,-22.90555,-43.17301,,240,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010014.jpg,All||Views
014AM010015,Obra para instalação de trilhos na rua de Santana,,Augusto Malta,23/10/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17026 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621142 Wikidata,-22.91114,-43.19292,http://www.wikidata.org/entity/Q2946148 Centro,175,235,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010015.jpg,All||Views||Smapshot
014AM010016,Obra na rua dos Arcos,,Augusto Malta,24/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17027 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621143 Wikidata,-22.91273,-43.18015,http://www.wikidata.org/entity/Q522559 Lapa,233,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010016.jpg,All||Views
014AM010017,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,21/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78676 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772870 Wikidata,-22.90589,-43.17132,,240,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010017.jpg,All||Views
014AM010019,"Rua Chile, atual Rua da Ajuda",,Augusto Malta,07/08/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78679 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621531 Wikidata,-22.90602,-43.17662,,240,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010019.jpg,All||Views
014AM010020,Calçamento da rua da Alfândega,,Augusto Malta,14/09/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17028 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621146 Wikidata,-22.9036,-43.18358,http://www.wikidata.org/entity/Q2946148 Centro,174,232,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010020.jpg,All||Views
014AM010021,Rua da Misericórdia,"A Rua da Misericórdia ficava entre a atual Rua Dom Manuel e Avenida Presidente Antônio Carlos, próximo ao Largo da Misericórdia.",Augusto Malta,24/04/1928,1928/1928,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/78616 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772867 Wikidata,-22.90529,-43.17337,,233,174,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM010021.jpg,All||Views
014AM012001,Vista do Largo de São Domingos,,Augusto Malta,1910 circa,1905/1915,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17080 Instituto Moreira Salles,www.wikidata.org/wiki/Q65621148 Wikidata,-22.90374,-43.18392,http://www.wikidata.org/entity/Q2946148 Centro,240,180,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM012001.jpg,All||Views
014AM012003,Apreensão de carne de porco em via pública,,Augusto Malta,06/07/1929,1929/1929,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q172984 Gelatina de prata,http://wikidata.org/wiki/Q172984 Silver gelatin,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/17081 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772472 Wikidata,-22.89066,-43.25702,,236,181,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/014AM012003.jpg,All||Views
