qid,P31,Lpt-br,Dpt-br,P571,P17,P1259,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,,Panorama do Rio de Janeiro tomado do Morro do Castelo,Fotografia de Marc Ferrez,,Q155,-22.905194/-43.173251,Q3180571,Q11469,Q71989864,0071824cx041-02,Q172984,63.0 degree,24.0 centimetre,18.0 centimetre,76147
,,Rua das Laranjeiras,Fotografia de Marc Ferrez,,Q155,-22.934619/-43.187928,Q3180571,Q11469,Q71989864,0071824cx042-01,Q172984,64.0 degree,24.0 centimetre,18.0 centimetre,76237
,,Ilha D'água,Fotografia de Marc Ferrez,,Q155,-22.805972/-43.123188,Q3180571,Q11469,Q71989864,0071824cx042-02,Q172984,50.2 degree,24.0 centimetre,18.0 centimetre,76180
,,Ilha D'água,Fotografia de Marc Ferrez,,Q155,-22.803308/-43.118004,Q3180571,Q11469,Q71989864,0071824cx042-03,Q172984,60.0 degree,24.0 centimetre,18.0 centimetre,76181
,,Ilha Fiscal,Fotografia de Marc Ferrez,,Q155,-22.898521/-43.165182,Q3180571,Q11469,Q71989864,0071824cx042-06,Q172984,55.8 degree,24.0 centimetre,18.0 centimetre,76183
,,Ilha Fiscal,Fotografia de Marc Ferrez,,Q155,-22.895684/-43.165661,Q3180571,Q11469,Q71989864,0071824cx042-07,Q172984,40.0 degree,24.0 centimetre,18.0 centimetre,76184
,,"Palácio do Catete, atual Museu da República",Fotografia de Marc Ferrez,,Q155,-22.926070000000006/-43.17678,Q3180571,Q11469,Q71989864,0071824cx042-08,Q172984,67.6 degree,24.0 centimetre,18.0 centimetre,76185
,,"Palácio do Catete, atual Museu da República",Fotografia de Marc Ferrez,,Q155,-22.926070000000006/-43.17678,Q3180571,Q11469,Q71989864,0071824cx042-09,Q172984,67.6 degree,24.0 centimetre,18.0 centimetre,76186
,,Ilha Fiscal,Fotografia de Marc Ferrez,,Q155,-22.897933/-43.164807,Q3180571,Q11469,Q71989864,0071824cx042-10,Q172984,55.0 degree,24.0 centimetre,18.0 centimetre,76187
,,Bairro da Glória tomado do Morro do Castelo,Fotografia de Marc Ferrez,,Q155,-22.9087/-43.174931,Q3180571,Q11469,Q71989864,0071824cx042-11,Q172984,38.0 degree,24.0 centimetre,18.0 centimetre,76188
,,Monumento em homenagem a José de Alencar,Fotografia de Marc Ferrez,,Q155,-22.932823000000006/-43.177463,Q3180571,Q11469,Q71989864,0071824cx042-13,Q172984,45.2 degree,18.0 centimetre,24.0 centimetre,76189
,,Pedra do Índio,Fotografia de Marc Ferrez,,Q155,-22.904568/-43.118687,Q3180571,Q11469,Q71989864,0071824cx043a-01,Q172984,45.0 degree,24.0 centimetre,18.0 centimetre,76148
,,Pedra de Itapuca,Fotografia de Marc Ferrez,,Q155,-22.905351/-43.119398,Q3180571,Q11469,Q71989864,0071824cx043a-03,Q172984,44.2 degree,24.0 centimetre,18.0 centimetre,76149
,,Marinha - embarcação não identificada,Fotografia de Marc Ferrez,,Q155,-22.902429/-43.171766,Q3180571,Q11469,Q71989864,0071824cx043a-11,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76150
,,"Estrada de Ferro do Corcovado, com o Mirante Chapéu do Sol, Km 3.6",Fotografia de Marc Ferrez,,Q155,-22.951619/-43.210683,Q3180571,Q11469,Q71989864,0071824cx045-01,Q172984,66.0 degree,24.0 centimetre,18.0 centimetre,76152
,,"Morro do Corcovado, com o mirante Chapéu do sol",Fotografia de Marc Ferrez,,Q155,-22.945364/-43.215456,Q3180571,Q11469,Q71989864,0071824cx045-02,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,76236
,,Estrada de Ferro do Corcovado; Mirante Chapéu do Sol no cume do Corcovado; Km 3.6,Fotografia de Marc Ferrez,,Q155,-22.951561/-43.210532,Q3180571,Q11469,Q71989864,0071824cx045-03,Q172984,63.8 degree,18.0 centimetre,24.0 centimetre,76153
,,"Vista da enseada de Botafogo, a partir do mirante Dona Marta",Fotografia de Marc Ferrez,,Q155,-22.945241/-43.196708,Q3180571,Q11469,Q71989864,0071824cx045-04,Q172984,43.8 degree,24.0 centimetre,18.0 centimetre,76154
,,"Viaduto do Silvestre, Estrada de Ferro do Corcovado, Km 1 (aproximadamente)",Fotografia de Marc Ferrez,,Q155,-22.946326000000006/-43.20509000000001,Q3180571,Q11469,Q71989864,0071824cx045-10,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76155
,,"Estrada de Ferro do Corcovado, Viaduto do Silvestre, Km 1 (aproximadamente)",Fotografia de Marc Ferrez,,Q155,-22.946181/-43.205176,Q3180571,Q11469,Q71989864,0071824cx045-11,Q172984,52.4 degree,24.0 centimetre,18.0 centimetre,76156
,,Rua das Laranjeiras,Fotografia de Marc Ferrez,,Q155,-22.940258/-43.196921,Q3180571,Q11469,Q71989864,0071824cx045-12,Q172984,46.0 degree,18.0 centimetre,24.0 centimetre,76157
,,Bairro do Flamengo visto do Morro da Nova Cintra,Fotografia de Marc Ferrez,,Q155,-22.929221/-43.181842,Q3180571,Q11469,Q71989864,0071824cx046-02,Q172984,54.6 degree,24.0 centimetre,18.0 centimetre,76158
,,"Entrada da Baía de Guanabara, com destaque para o Morro do Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.942416/-43.150071,Q3180571,Q11469,Q71989864,0071824cx046-05,Q172984,50.0 degree,,,76160
,,"Entrada da Baía de Guanabara vista a partir de Niterói., ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.943522/-43.115448,Q3180571,Q11469,Q71989864,0071824cx049b-02,Q172984,44.0 degree,24.0 centimetre,18.0 centimetre,76163
,,Morro do Corcovado a partir do Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.962777/-43.202279,Q3180571,Q11469,Q71989864,0071824cx049b-06,Q172984,60.6 degree,24.0 centimetre,18.0 centimetre,76164
,,Interior do Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.968476000000006/-43.224456,Q3180571,Q11469,Q71989864,0071824cx049b-08,Q172984,45.2 degree,24.0 centimetre,18.0 centimetre,76238
,,Rua do Ouvidor,Fotografia de Marc Ferrez,,Q155,-22.903763/-43.178368,Q3180571,Q11469,Q71989864,0071824cx050-01,Q172984,43.0 degree,18.0 centimetre,24.0 centimetre,76239
,,"Jardim Botânico, antiga entrada lateral",Fotografia de Marc Ferrez,,Q155,-22.969065/-43.221963,Q3180571,Q11469,Q71989864,0071824cx050-06,COLÓDIO/ Prata,65.0 degree,24.0 centimetre,18.0 centimetre,76165
,,"Museu Nacional, antigo Palácio Imperial de São Cristóvão",Fotografia de Marc Ferrez,,Q155,-22.903667/-43.223551,Q3180571,Q11469,Q71989864,0071824cx056-01,Q172984,60.2 degree,24.0 centimetre,18.0 centimetre,76166
,,"Museu Nacional, antigo Palácio Imperial de São Cristóvão",Fotografia de Marc Ferrez,,Q155,-22.903667/-43.223551,Q3180571,Q11469,Q71989864,0071824cx056-02,Q172984,60.2 degree,24.0 centimetre,18.0 centimetre,76167
,,"Monumento em homenagem ao Marechal Osório, estátua equestre, em frente ao Paço Imperial",Fotografia de Marc Ferrez,,Q155,-22.929657/-43.185865,Q3180571,Q11469,Q71989864,0071824cx056-04,Q172984,41.8 degree,24.0 centimetre,18.0 centimetre,76168
,,Monumento em homenagem ao Visconde de Rio Branco,Fotografia de Marc Ferrez,,Q155,-22.921159/-43.17648300000001,Q3180571,Q11469,Q71989864,0071824cx056-05,Q172984,44.8 degree,24.0 centimetre,18.0 centimetre,76169
,,Monumento em homenagem ao Visconde de Rio Branco,Fotografia de Marc Ferrez,,Q155,-22.92115/-43.176433,Q3180571,Q11469,Q71989864,0071824cx056-06,Q172984,46.6 degree,24.0 centimetre,18.0 centimetre,76170
,,"Monumento em homenagem a D. Pedro I, estátua equestre",Fotografia de Marc Ferrez,,Q155,-22.906843/-43.182507,Q3180571,Q11469,Q71989864,0071824cx056-07,Q172984,46.0 degree,24.0 centimetre,18.0 centimetre,76171
,,"Monumento em homenagem ao General Osório, estátua equestre, em frente ao Paço Imperial",Fotografia de Marc Ferrez,,Q155,-22.902994/-43.174549,Q3180571,Q11469,Q71989864,0071824cx056-08,Q172984,31.0 degree,18.0 centimetre,24.0 centimetre,76172
,,"Monumento em homenagem a D. Pedro I, estátua equestre",Fotografia de Marc Ferrez,,Q155,-22.906651/-43.18272,Q3180571,Q11469,Q71989864,0071824cx057-03,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,76203
,,Morro do Corcovado a partir da Avenida Beira Mar,Fotografia de Marc Ferrez,,Q155,-22.961853/-43.202842,Q3180571,Q11469,Q71989864,0071824cx057-04,Q172984,42.8 degree,18.0 centimetre,24.0 centimetre,76204
,,Panorama do Rio de Janeiro visto do Morro do Castelo,Fotografia de Marc Ferrez,,Q155,-22.906288/-43.173721,Q3180571,Q11469,Q71989864,0071824cx057-09,Q172984,55.6 degree,24.0 centimetre,18.0 centimetre,76205
,,Ilha da Boa Viagem,Fotografia de Marc Ferrez,,Q155,-22.907704000000006/-43.128456,Q3180571,Q11469,Q71989864,0071824cx057-10,COLÓDIO/ Prata,60.0 degree,24.0 centimetre,18.0 centimetre,76206
,,Ilha da Boa Viagem,Fotografia de Marc Ferrez,,Q155,-22.908259/-43.129624,Q3180571,Q11469,Q71989864,0071824cx057-11,COLÓDIO/ Prata,40.2 degree,24.0 centimetre,18.0 centimetre,76207
,,Baía de Guanabara vista de Niterói,Fotografia de Marc Ferrez,,Q155,-22.934067/-43.125681,Q3180571,Q11469,Q71989864,0071824cx060-01,Q172984,60.0 degree,24.0 centimetre,18.0 centimetre,76208
,,"Monumento em homenagem a D. Pedro I, estátua equestre",Fotografia de Marc Ferrez,,Q155,-22.906824/-43.182463,Q3180571,Q11469,Q71989864,0071824cx060-04,COLÓDIO/ Prata,50.0 degree,18.0 centimetre,24.0 centimetre,76211
,,Centro do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,,Q155,-22.896368/-43.173925,Q3180571,Q11469,Q71989864,0071824cx060-05,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76212
,,"Largo do Paço, monumento em homenagem ao General Osório, estátua equestre",Fotografia de Marc Ferrez,,Q155,-22.902684/-43.173847,Q3180571,Q11469,Q71989864,0071824cx060-06,Q172984,67.0 degree,24.0 centimetre,18.0 centimetre,69642
,,"Monumento em homenagem a D. Pedro I, estátua equestre",Fotografia de Marc Ferrez,,Q155,-22.90686/-43.182519,Q3180571,Q11469,Q71989864,0071824cx060-07,Q172984,35.4 degree,18.0 centimetre,24.0 centimetre,76214
,,Ilha da Boa Viagem,Fotografia de Marc Ferrez,,Q155,-22.908396/-43.130361,Q3180571,Q11469,Q71989864,0071824cx063-02,Q172984,40.2 degree,24.0 centimetre,18.0 centimetre,76173
,,"Ilha da Boa Viagem, Capela de Nossa Senhora da Boa Viagem",Fotografia de Marc Ferrez,,Q155,-22.913492/-43.131396,Q3180571,Q11469,Q71989864,0071824cx063-06,Q172984,60.0 degree,24.0 centimetre,18.0 centimetre,76175
,,Ilha do Catalão,Fotografia de Marc Ferrez,,Q155,-22.841253/-43.224757,Q3180571,Q11469,Q71989864,0071824cx063-08,Q172984,40.0 degree,24.0 centimetre,18.0 centimetre,66513
,,Ilha da Boa Viagem,Fotografia de Marc Ferrez,,Q155,-22.908037/-43.129742,Q3180571,Q11469,Q71989864,0071824cx063-09,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76176
,,Ilha do Bom Jesus,Fotografia de Marc Ferrez,,Q155,-22.857042/-43.212793,Q3180571,Q11469,Q71989864,0071824cx063-10,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,66514
,,Pedra do Índio,Fotografia de Marc Ferrez,,Q155,-22.909799/-43.125132,Q3180571,Q11469,Q71989864,0071824cx064-10,Q172984,29.2 degree,18.0 centimetre,24.0 centimetre,76190
,,Pedra do Índio,Fotografia de Marc Ferrez,,Q155,-22.909322/-43.124739,Q3180571,Q11469,Q71989864,0071824cx064-11,Q172984,35.0 degree,,,76191
,,Ilha do Catalão,Fotografia de Marc Ferrez,,Q155,-22.8427/-43.224249,Q3180571,Q11469,Q71989864,0071824cx064-14,Q172984,40.0 degree,24.0 centimetre,18.0 centimetre,71034
,,Teatro Municipal,Fotografia de Marc Ferrez,,Q155,-22.909709/-43.175696,Q3180571,Q11469,Q71989864,0071824cx065-02,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76218
,,"Vista da Escola Nacional de Belas Artes, à esquerda o Teatro Municipal",Fotografia de Marc Ferrez,,Q155,-22.909701/-43.17628,Q3180571,Q11469,Q71989864,0071824cx065-03,Q172984,58.8 degree,24.0 centimetre,18.0 centimetre,76240
,,Biblioteca Nacional,Fotografia de Marc Ferrez,,Q155,-22.910619/-43.176098,Q3180571,Q11469,Q71989864,0071824cx065-05,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76220
,,Palácio Monroe,Fotografia de Marc Ferrez,,Q155,-22.912654/-43.174338,Q3180571,Q11469,Q71989864,0071824cx065-06,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76221
,,Bairro do Flamengo visto do Morro Nova Cintra,Fotografia de Marc Ferrez,,Q155,-22.928832/-43.183658,Q3180571,Q11469,Q71989864,0071824cx065-07,Q172984,44.0 degree,24.0 centimetre,18.0 centimetre,76223
,,"Enseada de Botafogo vista do alto do Corcovado, com o Morro do Pão de Açúcar ao fundo",Fotografia de Marc Ferrez,,Q155,-22.951697/-43.210244,Q3180571,Q11469,Q71989864,0071824cx065-08,Q172984,51.4 degree,24.0 centimetre,18.0 centimetre,76222
,,Imprensa Nacional,Fotografia de Marc Ferrez,,Q155,-22.906569/-43.178173,Q3180571,Q11469,Q71989864,0071824cx065-09,Q172984,45.4 degree,24.0 centimetre,18.0 centimetre,76224
,,Palácio Monroe,Fotografia de Marc Ferrez,,Q155,-22.912654/-43.174338,Q3180571,Q11469,Q71989864,0071824cx065-10,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76225
,,Teatro Municipal,Fotografia de Marc Ferrez,,Q155,-22.910004/-43.175746,Q3180571,Q11469,Q71989864,0071824cx065-11,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76226
,,Teatro Municipal,Fotografia de Marc Ferrez,,Q155,-22.909709/-43.175696,Q3180571,Q11469,Q71989864,0071824cx065-12,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76227
,,Vista da Igreja de Nossa Senhora de Copacabana,Fotografia de Marc Ferrez,,Q155,-22.987386/-43.188495,Q3180571,Q11469,Q71989864,0071824cx066-08,Q172984,44.8 degree,24.0 centimetre,18.0 centimetre,76196
,,"Antigo prédio da Bolsa de Fundos Públicos (ou Bolsa de Valores), atual Centro Cultural do Banco do Brasil",Fotografia de Marc Ferrez,,Q155,-22.900891/-43.176773,Q3180571,Q11469,Q71989864,0071824cx066-12,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,76197
,,Vista da Igreja de Nossa Senhora de Copacabana,Fotografia de Marc Ferrez,,Q155,-22.987386/-43.188495,Q3180571,Q11469,Q71989864,0071824cx066-13,Q172984,44.8 degree,24.0 centimetre,18.0 centimetre,76198
,,Vista da Igreja de Nossa Senhora de Copacabana,Fotografia de Marc Ferrez,,Q155,-22.985918/-43.184679,Q3180571,Q11469,Q71989864,0071824cx066-14,Q172984,45.0 degree,24.0 centimetre,18.0 centimetre,76199
,,Vista do Outeiro da Glória,Fotografia de Marc Ferrez,,Q155,-22.9181/-43.176356,Q3180571,Q11469,Q71989864,0071824cx066-15,Q172984,46.0 degree,24.0 centimetre,18.0 centimetre,76200
,,Vista do Outeiro da Glória,Fotografia de Marc Ferrez,,Q155,-22.919076/-43.176726,Q3180571,Q11469,Q71989864,0071824cx066-16,Q172984,45.0 degree,24.0 centimetre,18.0 centimetre,76201
,,Estação das barcas na Praça XV de Novembro,Fotografia de Marc Ferrez,,Q155,-22.903106/-43.172557,Q3180571,Q11469,Q71989864,0071824cx067-01,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76241
,,"Cais Pharoux e, ao fundo, Mercado da Praia do Peixe",Fotografia de Marc Ferrez,,Q155,-22.903407/-43.17094,Q3180571,Q11469,Q71989864,0071824cx067-02,Q172984,34.6 degree,24.0 centimetre,18.0 centimetre,76242
,,Vista do Pão de Açúcar,Fotografia de Marc Ferrez,,Q155,-22.957026000000006/-43.168955,Q3180571,Q11469,Q71989864,0071824cx067-03,Q172984,62.8 degree,24.0 centimetre,18.0 centimetre,70977
,,As pirâmides do Aqueduto da Carioca,Fotografia de Marc Ferrez,,Q155,-22.935208/-43.201454,Q3180571,Q11469,Q71989864,0071824cx067-04,Q172984,40.0 degree,24.0 centimetre,18.0 centimetre,76178
,,"Entrada da Baía de Guanabara vista de Niterói, com destaque para o Morro do Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.943339/-43.115254,Q3180571,Q11469,Q71989864,0071824cx067-05,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,76179
,,Vista da Alameda das Palmeiras,Fotografia de Marc Ferrez,,Q155,-22.967524/-43.224274,Q3180571,Q11469,Q71989864,0071824cx068-01,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,76228
,,"Rua Primeiro de Março, à direita, o prédio da Bolsa de Fundos Públicos (ou Bolsa de Valores), atual Centro Cultural Banco do Brasil",Fotografia de Marc Ferrez,,Q155,-22.901922/-43.176272,Q3180571,Q11469,Q71989864,0071824cx068-09,Q172984,45.4 degree,18.0 centimetre,24.0 centimetre,76229
,,Vista da Praia de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.941703/-43.175142,Q3180571,Q11469,Q71989864,0071824cx068-10,Q172984,55.2 degree,24.0 centimetre,18.0 centimetre,76230
,,Pedra do Índio,Fotografia de Marc Ferrez,,Q155,-22.904846/-43.118554,Q3180571,Q11469,Q71989864,0071824cx068-11,Q172984,34.6 degree,24.0 centimetre,18.0 centimetre,76231
,,Pedra de Itapuca,Fotografia de Marc Ferrez,,Q155,-22.905349/-43.119372,Q3180571,Q11469,Q71989864,0071824cx068-12,Q172984,55.8 degree,24.0 centimetre,18.0 centimetre,76232
,,Pedra do Índio,Fotografia de Marc Ferrez,,Q155,-22.905283/-43.119968,Q3180571,Q11469,Q71989864,0071824cx068-13,Q172984,45.2 degree,24.0 centimetre,18.0 centimetre,76233
,,Alameda das Palmeiras,Fotografia de Marc Ferrez,,Q155,-22.967776/-43.223866,Q3180571,Q11469,Q71989864,0071824cx068-16,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,76235
,,"Vista da Baía de Guanabara, com destaque para o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.944978/-43.196451,Q3180571,Q11469,Q71989864,0071824cx070-02,Q172984,47.4 degree,24.0 centimetre,18.0 centimetre,77565
,,Ilha Fiscal,Fotografia de Marc Ferrez,,Q155,-22.89871/-43.166306,Q3180571,Q11469,Q71989864,0071824cx070-03,Q172984,46.0 degree,24.0 centimetre,18.0 centimetre,77566
,,Escola Militar,Fotografia de Marc Ferrez,,Q155,-22.955873/-43.168224,Q3180571,Q11469,Q71989864,0071824cx070-04,Q172984,51.8 degree,24.0 centimetre,18.0 centimetre,69633
,,Mercado da Praia do Peixe,Fotografia de Marc Ferrez,,Q155,-22.901431/-43.173196,Q3180571,Q11469,Q71989864,0071824cx070-08,Q172984,45.2 degree,24.0 centimetre,18.0 centimetre,77567
,,Vista do Largo da Carioca,Fotografia de Marc Ferrez,,Q155,-22.906463/-43.178814,Q3180571,Q11469,Q71989864,0071824cx070-09,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77568
,,Rua do Ouvidor,Fotografia de Marc Ferrez,,Q155,-22.904276/-43.17934,Q3180571,Q11469,Q71989864,0071824cx070-10,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77569
,,Estação das barcas na Praça XV de Novembro,Fotografia de Marc Ferrez,,Q155,-22.901738/-43.170952,Q3180571,Q11469,Q71989864,0071824cx070-11,Q172984,44.8 degree,24.0 centimetre,18.0 centimetre,77570
,,Praia dos mineiros,Fotografia de Marc Ferrez,,Q155,-22.899081/-43.17566,Q3180571,Q11469,Q71989864,0071824cx070-12,Q172984,46.6 degree,24.0 centimetre,18.0 centimetre,77571
,,"Embarcações em frente ao Mercado do Peixe, ao fundo o Morro do Castelo",Fotografia de Marc Ferrez,,Q155,-22.898462/-43.174263,Q3180571,Q11469,Q71989864,0071824cx070-13,Q172984,43.2 degree,24.0 centimetre,18.0 centimetre,77572
,,Inauguração do monumento em homenagem ao Visconde do Rio Branco,Fotografia de Marc Ferrez,1902-01-01,Q155,-22.921052/-43.176239,Q3180571,Q11469,Q71989864,0071824cx071-03,Q172984,50.4 degree,18.0 centimetre,24.0 centimetre,77556
,,Morro do Corcovado tomado da Floresta da Tijuca,Fotografia de Marc Ferrez,,Q155,-22.952915/-43.225775,Q3180571,Q11469,Q71989864,0071824cx071-05,Q172984,40.8 degree,18.0 centimetre,24.0 centimetre,69610
,,Inauguração do monumento em homenagem ao Visconde do Rio Branco,Fotografia de Marc Ferrez,1902-01-01,Q155,-22.921052/-43.176239,Q3180571,Q11469,Q71989864,0071824cx071-07,Q172984,50.4 degree,18.0 centimetre,24.0 centimetre,77559
,,Monumento em homenagem ao Visconde do Rio Branco,Fotografia de Marc Ferrez,,Q155,-22.921248/-43.176532,Q3180571,Q11469,Q71989864,0071824cx071-09,Q172984,44.8 degree,18.0 centimetre,24.0 centimetre,77560
,,Autoridades na inauguração do monumento em homenagem ao Visconde do Rio Branco,Fotografia de Marc Ferrez,1902-01-01,Q155,-22.920685/-43.176402,Q3180571,Q11469,Q71989864,0071824cx071-10,Q172984,47.6 degree,18.0 centimetre,24.0 centimetre,77561
,,Igreja de Nossa Senhora da Glória,Fotografia de Marc Ferrez,,Q155,-22.930598/-43.179217,Q3180571,Q11469,Q71989864,0071824cx072-01,Q172984,60.0 degree,18.0 centimetre,24.0 centimetre,77562
,,Igreja de Santo Antônio dos Pobres,Fotografia de Marc Ferrez,,Q155,-22.907120000000006/-43.178779,Q3180571,Q11469,Q71989864,0071824cx072-02,Q172984,58.0 degree,18.0 centimetre,24.0 centimetre,77563
,,Vista do bairro da Glória,Fotografia de Marc Ferrez,,Q155,-22.917775/-43.177087,Q3180571,Q11469,Q71989864,0071824cx072-04,Q172984,57.2 degree,24.0 centimetre,18.0 centimetre,69611
,,Centro do Rio de Janeiro a partir da Ilha das Cobras,Fotografia de Marc Ferrez,,Q155,-22.896295/-43.173989,Q3180571,Q11469,Q71989864,0071824cx072-07,Q172984,55.6 degree,24.0 centimetre,18.0 centimetre,77564
,,Centro do Rio de Janeiro a partir da Ilha das Cobras,Fotografia de Marc Ferrez,,Q155,-22.896295/-43.173989,Q3180571,Q11469,Q71989864,0071824cx072-08,Q172984,55.6 degree,24.0 centimetre,18.0 centimetre,69613
,,"Vista da Baía de Guanabara, do Pão de Açúcar e do bairro de Botafogo a partir do Corcovado",Fotografia de Marc Ferrez,,Q155,-22.951697/-43.210244,Q3180571,Q11469,Q71989864,0071824cx072-10,Q172984,51.4 degree,24.0 centimetre,18.8 centimetre,69614
,,Rua do Ouvidor,Fotografia de Marc Ferrez,,Q155,-22.902461/-43.175942,Q3180571,Q11469,Q71989864,0071824cx081-01,Q172984,46.2 degree,18.0 centimetre,24.0 centimetre,71035
,,Bairro do Flamengo visto do Morro Nova Cintra,Fotografia de Marc Ferrez,,Q155,-22.928595/-43.184081,Q3180571,Q11469,Q71989864,0071824cx081-02,Q172984,42.8 degree,24.0 centimetre,18.0 centimetre,77573
,,Corcovado,Fotografia de Marc Ferrez,,Q155,-22.953106/-43.22593300000001,Q3180571,Q11469,Q71989864,0071824cx081-05,Q172984,65.4 degree,24.0 centimetre,18.0 centimetre,77616
,,Ilha Fiscal,Fotografia de Marc Ferrez,,Q155,-22.896087/-43.167421,Q3180571,Q11469,Q71989864,0071824cx081-06,Q172984,53.6 degree,24.0 centimetre,18.0 centimetre,77617
,,Vista do Corcovado,Fotografia de Marc Ferrez,,Q155,-22.953107/-43.225682,Q3180571,Q11469,Q71989864,0071824cx081-08,Q172984,38.8 degree,18.0 centimetre,24.0 centimetre,77618
,,Barco à vela,Fotografia de Marc Ferrez,,Q155,-22.95009/-43.178733,Q3180571,Q11469,Q71989864,0071824cx083-15,Q172984,40.0 degree,24.0 centimetre,18.0 centimetre,77627
,,"Antigo edifício do Supremo Tribunal Federal, atual Centro Cultural da Justiça Federal",Fotografia de Marc Ferrez,,Q155,-22.901906/-43.176281,Q3180571,Q11469,Q71989864,0071824cx084-08,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77575
,,Escola Nacional de Belas Artes,Fotografia de Marc Ferrez,,Q155,-22.905643/-43.1833,Q3180571,Q11469,Q71989864,0071824cx084-09,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77576
,,"Hospício Nacional de Alienados, atual Universidade Federal do Rio de Janeiro",Fotografia de Marc Ferrez,,Q155,-22.952335/-43.173243,Q3180571,Q11469,Q71989864,0071824cx084-10,Q172984,65.8 degree,24.0 centimetre,18.0 centimetre,77628
,,Docas da Alfândega e Mercado da Praia do Peixe,Fotografia de Marc Ferrez,,Q155,-22.896535/-43.177597,Q3180571,Q11469,Q71989864,0071824cx092-06,Q172984,30.6 degree,24.0 centimetre,18.0 centimetre,77623
,,Ilha do Manguinho,Fotografia de Marc Ferrez,,Q155,-22.806241/-43.120936,Q3180571,Q11469,Q71989864,0071824cx093-03,Q172984,60.0 degree,24.0 centimetre,18.0 centimetre,77578
,,Escola Politécnica e estátua de José Bonifácio,Fotografia de Marc Ferrez,,Q155,-22.904941/-43.180435,Q3180571,Q11469,Q71989864,0071824cx096b-01,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77581
,,"Aqueduto da Carioca, também conhecido como Arcos da Lapa",Fotografia de Marc Ferrez,,Q155,-22.913285/-43.1813,Q3180571,Q11469,Q71989864,0071824cx096b-04,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77582
,,"Aqueduto da Carioca, também conhecido como Arcos da Lapa",Fotografia de Marc Ferrez,,Q155,-22.913285/-43.1813,Q3180571,Q11469,Q71989864,0071824cx096b-05,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77629
,,Bairro do Flamengo visto do Morro Nova Cintra,Fotografia de Marc Ferrez,,Q155,-22.92872/-43.183905,Q3180571,Q11469,Q71989864,0071824cx098-02,Q172984,54.0 degree,24.0 centimetre,18.0 centimetre,77584
,,"Praça XV de Novembro, ao fundo a catedral da Sé, atual Igreja do Carmo",Fotografia de Marc Ferrez,,Q155,-22.902686/-43.173864,Q3180571,Q11469,Q71989864,0071824cx098-03,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77585
,,Ilha das Flores,Fotografia de Marc Ferrez,,Q155,-22.846496/-43.104334,Q3180571,Q11469,Q71989864,0071824cx098-06,Q172984,60.0 degree,24.0 centimetre,18.0 centimetre,77587
,,Panorama do centro do Rio de Janeiro a partir do Morro do Castelo,Fotografia de Marc Ferrez,,Q155,-22.906155/-43.172486,Q3180571,Q11469,Q71989864,0071824cx098-08,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77588
,,"Praça XV de Novembro, à direita, Mercado da Praia do Peixe",Fotografia de Marc Ferrez,,Q155,-22.901404/-43.173273,Q3180571,Q11469,Q71989864,0071824cx101-07,Q172984,43.0 degree,24.0 centimetre,18.0 centimetre,77632
,,Entrada da Baía de Guanabara,Fotografia de Marc Ferrez,,Q155,-22.934014/-43.125739,Q3180571,Q11469,Q71989864,0071824cx101-09,Q172984,60.0 degree,24.0 centimetre,18.0 centimetre,77590
