qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q65621125,Q125191,Avenida Atlântica,Fotografia de Augusto Malta,Photograph by Augusto Malta,1919-06-16T00:00:00Z/11,,,Q155,@-22.965606/-43.174416,11.07U11573,72.03U28390,87.66U28390,Q16495239,Q11472,Q71989864,014AM006011,Q172984,35.2U28390,23.5U174728,17.5U174728,78665
Q65621126,Q125191,Desfile das grandes sociedades carnavalescas,Fotografia de Augusto Malta,Photograph by Augusto Malta,1919-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.902872/-43.178431,6.03U11573,-34.11U28390,98.46U28390,Q16495239,FOTOGRAFIA,Q71989864,014AM007001,Q172984,59.0U28390,29.9U174728,16.9U174728,18171
Q65621127,Q125191,Carnaval na Avenida Rio Branco,Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1912-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.903141/-43.178424,5.69U11573,162.74U28390,94.73U28390,Q16495239,FOTOGRAFIA,Q71989864,014AM007005,Q172984,55.0U28390,23.1U174728,17.2U174728,17018
Q65621128,Q125191,Ressaca em frente ao Passeio Público,Fotografia de Augusto Malta,Photograph by Augusto Malta,1921-07-14T00:00:00Z/11,,,Q155,@-22.913641/-43.17491500000001,14.38U11573,-157.65U28390,85.17U28390,Q16495239,Q11472,Q71989864,014AM008001,Q172984,54.2U28390,23.1U174728,17.4U174728,17019
Q65621129,Q125191,Ressaca na praia do Flamengo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.937305/-43.17352,19.03U11573,172.69U28390,89.33U28390,Q16495239,Q11472,Q71989864,014AM008002,Q172984,57.4U28390,24.2U174728,16.4U174728,17020
Q65621130,Q125191,Ressaca na praia de Botafogo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1923-07-26T00:00:00Z/11,,,Q155,@-22.935165/-43.174341,8.88U11573,141.86U28390,90.03U28390,Q16495239,Q11472,Q71989864,014AM008003,Q172984,49.6U28390,22.9U174728,17.2U174728,17021
Q97772869,Q125191,"Rua Chile, atual Rua da Ajuda",Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-08-14T00:00:00Z/11,,,Q155,@-22.906835/-43.176705,9.47U11573,128.95U28390,91.25U28390,Q16495239,Q11472,Q71989864,014AM010001,Q172984,50.0U28390,24.0U174728,17.4U174728,78671
Q65621132,Q125191,Rua Riachuelo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-08-24T00:00:00Z/11,,,Q155,@-22.914502/-43.184355,12.5U11573,-104.71U28390,87.91U28390,Q16495239,Q11472,Q71989864,014AM010002,Q172984,50.0U28390,23.2U174728,17.3U174728,17023
Q65621133,Q125191,Rua da Misericórdia,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-08-14T00:00:00Z/11,,,Q155,@-22.905864/-43.171594,10.99U11573,171.64U28390,88.85U28390,Q16495239,Q11472,Q71989864,014AM010003,Q172984,57.0U28390,24.0U174728,17.4U174728,78673
Q65621135,Q125191,Ponte no Canal do Mangue,Fotografia de Augusto Malta,Photograph by Augusto Malta,1930-01-01T00:00:00Z/8,1925-01-01T00:00:00Z/9,1935-01-01T00:00:00Z/9,Q155,@-22.910149/-43.20627,9.4U11573,46.25U28390,84.05U28390,Q16495239,Q11472,Q71989864,014AM010004,Q172984,54.0U28390,23.2U174728,17.3U174728,78672
Q65621136,Q125191,Ponte sobre o Rio Faria,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-09-09T00:00:00Z/11,,,Q155,@-22.886642/-43.288972,15.61U11573,5.6U28390,89.79U28390,Q16495239,Q11472,Q71989864,014AM010005,Q172984,50.0U28390,24.0U174728,17.4U174728,78670
Q65621138,Q125191,"Rua Chile, atual Rua da Ajuda",Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-08-07T00:00:00Z/11,,,Q155,@-22.906023/-43.176653,10.64U11573,176.34U28390,98.14U28390,Q16495239,Q11472,Q71989864,014AM010008,Q172984,51.4U28390,24.0U174728,17.4U174728,78675
Q65621139,Q125191,Rua Frei Caneca,Fotografia de Augusto Malta,Photograph by Augusto Malta,1926-03-05T00:00:00Z/11,,,Q155,@-22.908936/-43.18841,8.75U11573,-106.83U28390,95.54U28390,Q16495239,Q11472,Q71989864,014AM010009,Q172984,50.0U28390,23.1U174728,17.1U174728,17024
Q65621140,Q125191,Mudança de calçamento na rua dos Arcos,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-08-24T00:00:00Z/11,,,Q155,@-22.91192/-43.181862,8.38U11573,112.54U28390,93.54U28390,Q16495239,Q11472,Q71989864,014AM010011,Q172984,50.0U28390,23.2U174728,17.4U174728,17025
Q65621141,Q125191,Praia de Botafogo tomada do Pão de Açúcar,Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.949498/-43.156399,390.11U11573,33.64U28390,81.48U28390,Q16495239,Q11472,Q71989864,014AM010012,Q172984,42.4U28390,23.9U174728,17.9U174728,78609
Q97772871,Q125191,Rua da Misericórdia,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-08-07T00:00:00Z/11,,,Q155,@-22.905079/-43.173914,9.93U11573,-124.39U28390,92.95U28390,Q16495239,Q11472,Q71989864,014AM010013,Q172984,50.0U28390,24.0U174728,17.4U174728,78677
Q97772872,Q125191,Rua da Misericórdia,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-08-14T00:00:00Z/11,,,Q155,@-22.905553/-43.173008,9.47U11573,158.66U28390,91.57U28390,Q16495239,Q11472,Q71989864,014AM010014,Q172984,50.0U28390,24.0U174728,17.4U174728,78678
Q65621142,Q125191,Obra para instalação de trilhos na rua de Santana,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-10-23T00:00:00Z/11,,,Q155,@-22.911143/-43.19292100000001,23.42U11573,-13.94U28390,71.26U28390,Q16495239,Q11472,Q71989864,014AM010015,Q172984,42.2U28390,17.5U174728,23.5U174728,17026
Q65621143,Q125191,Obra na rua dos Arcos,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-08-24T00:00:00Z/11,,,Q155,@-22.912733/-43.180148,9.65U11573,-64.21U28390,94.0U28390,Q16495239,Q11472,Q71989864,014AM010016,Q172984,56.0U28390,23.3U174728,17.4U174728,17027
Q97772870,Q125191,Rua da Misericórdia,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-08-21T00:00:00Z/11,,,Q155,@-22.905886/-43.171316,9.43U11573,-171.78U28390,93.74U28390,Q16495239,Q11472,Q71989864,014AM010017,Q172984,38.0U28390,24.0U174728,17.4U174728,78676
,Q125191,"Rua Sete de Setembro, esquina com a Rua da Quitanda",Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-05-26T00:00:00Z/11,,,Q155,@-22.904194/-43.176351,14.68U11573,-95.01U28390,78.32U28390,Q16495239,Q11472,Q71989864,014AM010018,Q172984,60.0U28390,,,82830
Q65621531,Q125191,"Rua Chile, atual Rua da Ajuda",Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-08-07T00:00:00Z/11,,,Q155,@-22.906016/-43.176624,11.16U11573,150.2U28390,89.28U28390,Q16495239,Q11472,Q71989864,014AM010019,Q172984,50.0U28390,24.0U174728,17.4U174728,78679
Q65621146,Q125191,Calçamento da rua da Alfândega,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-09-14T00:00:00Z/11,,,Q155,@-22.903605/-43.183579,10.08U11573,79.16U28390,85.85U28390,Q16495239,Q11472,Q71989864,014AM010020,Q172984,50.0U28390,17.4U174728,23.2U174728,17028
Q97772867,Q125191,Rua da Misericórdia,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-04-24T00:00:00Z/11,,,Q155,@-22.905287/-43.173371,10.3U11573,179.83U28390,93.09U28390,Q16495239,Q11472,Q71989864,014AM010021,Q172984,50.0U28390,23.3U174728,17.4U174728,78616
Q65621148,Q125191,Vista do Largo de São Domingos,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.903739/-43.183917,9.5U11573,28.42U28390,86.31U28390,Q16495239,Q11472,Q71989864,014AM012001,Q172984,50.0U28390,24.0U174728,18.0U174728,17080
Q97772486,Q125191,Rua Voluntários da Pátria,Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1914-01-01T00:00:00Z/9,1924-01-01T00:00:00Z/9,Q155,@-22.952857/-43.18823,8.65U11573,-77.84U28390,100.21U28390,Q16495239,Q11472,Q71989864,014AM012005,Q172984,50.0U28390,24.0U174728,18.0U174728,17266
Q97772873,Q125191,"Arsenal da Marinha, antigo Arsenal de Guerra",Fotografia de Augusto Malta,Photograph by Augusto Malta,1919-07-02T00:00:00Z/11,,,Q155,@-22.906067/-43.167939,8.81U11573,-100.14U28390,85.2U28390,Q16495239,Q11472,Q71989864,014AM012006,Q172984,50.0U28390,24.0U174728,18.0U174728,78680
Q97772875,Q125191,Rua da Misericórdia,Fotografia de Augusto Malta,Photograph by Augusto Malta,1921-05-01T00:00:00Z/10,,,Q155,@-22.906144/-43.170197,9.93U11573,-92.49U28390,93.91U28390,Q16495239,Q11472,Q71989864,014AM012007,Q172984,50.0U28390,24.0U174728,18.0U174728,78683
Q65621151,Q125191,"Rua da Imperatriz, atual Avenida Passos, na altura da avenida Marechal Floriano",Fotografia de Augusto Malta,Photograph by Augusto Malta,1925-01-01T00:00:00Z/8,1920-01-01T00:00:00Z/9,1930-01-01T00:00:00Z/9,Q155,@-22.90171/-43.184415,14.23U11573,154.44U28390,87.05U28390,Q16495239,Q11472,Q71989864,014AM012008,Q172984,36.4U28390,24.5U174728,18.1U174728,17132
Q65621152,Q125191,"Edifício do Ministério da Agricultura, projetado por Morales de Los Rios",Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/8,1921-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.905238/-43.170479,11.01U11573,153.81U28390,98.77U28390,Q16495239,FOTOGRAFIA,Q71989864,014AM012010,Q172984,57.0U28390,24.0U174728,18.0U174728,17267
Q97772487,Q125191,"Comércio na Avenida Central, atual Rio Branco, com destaque para o Bazar de Stamboul",Fotografia de Augusto Malta,Photograph by Augusto Malta,1926-04-11T00:00:00Z/11,,,Q155,@-22.95536/-43.215531,374.07U11573,86.15U28390,89.35U28390,Q16495239,Q11472,Q71989864,014AM012011,Q172984,50.0U28390,18.0U174728,24.0U174728,17268
Q65621153,Q125191,"Hospital São Zacharias; à direita, igreja de Santo Inácio ou dos Jesuítas",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.906395/-43.1729,41.04U11573,124.89U28390,102.32U28390,Q16495239,Q11472,Q71989864,014AM012012,Q172984,49.0U28390,23.2U174728,17.1U174728,17133
Q65621154,Q125191,"Aterro do Flamengo visto da Lapa, na altura do Passeio Público",Fotografia de Augusto Malta,Photograph by Augusto Malta,1925-03-15T00:00:00Z/11,,,Q155,@-22.938634/-43.172083,41.58U11573,-5.35U28390,84.55U28390,Q16495239,Q11472,Q71989864,014AM012013,Q172984,50.0U28390,23U174728,17.2U174728,78681
Q65621155,Q125191,"Esquina da rua da Alfândega com rua José Maurício, atual rua Thomé de Souza",Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.905142/-43.186288,9.21U11573,-143.02U28390,97.82U28390,Q16495239,Q11472,Q71989864,014AM012014,Q172984,50.0U28390,23.9U174728,18.0U174728,17134
Q65621156,Q125191,Vista da Praça Marechal Floriano,Fotografia de Augusto Malta,Photograph by Augusto Malta,1935-01-01T00:00:00Z/8,1930-01-01T00:00:00Z/9,1938-01-01T00:00:00Z/9,Q155,@-22.910756/-43.17527000000001,25.0U11573,-70.13U28390,93.77U28390,Q16495239,Q11472,Q71989864,014AM012016,Q172984,50.0U28390,24.2U174728,17.9U174728,78622
Q65621157,Q125191,Vista da Praça Marechal Floriano,Fotografia de Augusto Malta,Photograph by Augusto Malta,1935-01-01T00:00:00Z/8,1930-01-01T00:00:00Z/9,1938-01-01T00:00:00Z/9,Q155,@-22.909243/-43.17566,40.98U11573,-161.62U28390,86.13U28390,Q16495239,Q11472,Q71989864,014AM012017,Q172984,60.6U28390,23.5U174728,17.4U174728,78621
Q97772874,Q125191,"Terreno da rua General Polidoro, entre os números 181 e 185",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.95623/-43.186028,8.39U11573,-178.8U28390,93.14U28390,Q16495239,Q11472,Q71989864,014AM012018,Q172984,50.0U28390,23.6U174728,17.3U174728,78682
Q97772876,Q125191,Visita do Dr. Frontin a rua Barão de Cotegipe,Fotografia de Augusto Malta,Photograph by Augusto Malta,1919-03-18T00:00:00Z/11,,,Q155,@-22.91743/-43.251394,24.94U11573,-119.29U28390,83.65U28390,Q16495239,Q11472,Q71989864,014AM012019,Q172984,60.0U28390,24.0U174728,18.0U174728,78684
,Q125191,Obras do Porto de Niterói,Fotografia de Augusto Malta,Photograph by Augusto Malta,1927-12-05T00:00:00Z/11,,,Q155,@-22.881827/-43.114808,51.29U11573,-107.57U28390,72.38U28390,Q16495239,Q11472,Q71989864,014AM012020,Q172984,40.4U28390,,,82831
Q65621158,Q125191,Demolição do chafariz da Carioca,Fotografia de Augusto Malta,Photograph by Augusto Malta,1926-03-13T00:00:00Z/11,,,Q155,@-22.907165/-43.178027,11.83U11573,179.28U28390,93.2U28390,Q16495239,Q11472,Q71989864,014AM012022,Q172984,45.8U28390,23.2U174728,17.2U174728,17269
Q65621641,Q125191,Avenida Mem de Sá,Fotografia de Augusto Malta,Photograph by Augusto Malta,1914-08-20T00:00:00Z/11,,,Q155,@-22.912431/-43.18561,9.58U11573,109.77U28390,95.09U28390,Q16495239,Q11472,Q71989864,014AM012023,Q172984,59.6U28390,23.4U174728,17.4U174728,78619
Q97772473,Q125191,Armazém Caravella na rua Catumbi,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-08-23T00:00:00Z/11,,,Q155,@-22.915745/-43.195755,10.29U11573,-83.09U28390,86.11U28390,Q16495239,Q11472,Q71989864,014AM012024,Q172984,50.0U28390,22.9U174728,16.9U174728,17135
Q97772474,Q125191,"Comércio na rua Chile, atual avenida Chile, destaque para a Le Mobilier Tapeçarias e Móveis",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.906941/-43.176683,10.37U11573,117.25U28390,94.38U28390,Q16495239,Q11472,Q71989864,014AM012025,Q172984,60.0U28390,18.1U174728,24.1U174728,17136
Q65621160,Q125191,Rua São José,Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.906093/-43.176531,9.3U11573,-23.72U28390,96.28U28390,Q16495239,Q11472,Q71989864,014AM012026,Q172984,59.8U28390,,,82781
Q65621161,Q125191,Rua Marechal Floriano Peixoto,Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.902983/-43.18716,23.85U11573,31.82U28390,81.37U28390,Q16495239,Q11472,Q71989864,014AM012027,Q172984,79.0U28390,23.2U174728,17.3U174728,17137
Q65621163,Q125191,Praia de Botafogo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.951326/-43.180535,25.73U11573,-41.16U28390,85.78U28390,Q16495239,Q11472,Q71989864,014AM012029,Q172984,42.2U28390,23.9U174728,17.9U174728,17138
Q65621164,Q125191,Rua Santa Luzia,Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-03-19T00:00:00Z/11,,,Q155,@-22.910837/-43.174177,10.32U11573,-73.1U28390,92.0U28390,Q16495239,Q11472,Q71989864,014AM012030,Q172984,50.0U28390,23.8U174728,17.2U174728,17139
Q65621165,Q125191,Rua dos Arcos,Fotografia de Augusto Malta,Photograph by Augusto Malta,1905-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.913535/-43.180523,9.98U11573,80.07U28390,94.11U28390,Q16495239,Q11472,Q71989864,014AM012031,Q172984,50.0U28390,24.0U174728,18.1U174728,17140
Q65621166,Q125191,Fachada da Casa Colombo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1926-11-18T00:00:00Z/11,,,Q155,@-22.905332/-43.178852,13.55U11573,41.16U28390,99.71U28390,Q16495239,Q11472,Q71989864,014AM012032,Q172984,50.0U28390,18.2U174728,24.0U174728,76246
Q65621167,Q125191,Avenida Rio Branco (antiga Avenida Central),Fotografia de Augusto Malta,Photograph by Augusto Malta,1925-03-28T00:00:00Z/11,,,Q155,@-22.907989/-43.176578000000006,9.84U11573,-22.55U28390,93.48U28390,Q16495239,Q11472,Q71989864,014AM012033,Q172984,53.8U28390,23.4U174728,17.3U174728,17141
Q65621168,Q125191,Fachada do Teatro Municipal,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.909639/-43.175844,13.24U11573,-46.59U28390,96.75U28390,Q16495239,Q11472,Q71989864,014AM012034,Q172984,61.0U28390,23.5U174728,17.7U174728,17142
Q65621169,Q125191,Bonde na rua do Catete,Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.925813/-43.176623,8.43U11573,-161.66U28390,101.91U28390,Q16495239,Q11472,Q71989864,014AM012035,Q172984,50.0U28390,23.4U174728,17.6U174728,17143
Q65621170,Q125191,Praça Duque de Caxias,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.931314/-43.179616,16.13U11573,68.32U28390,89.94U28390,Q16495239,Q11472,Q71989864,014AM012036,Q172984,50.0U28390,23.1U174728,17.3U174728,78618
Q65621171,Q125191,"Praça Vinte e Oito de Setembro, atual Praça Mauá",Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.896076/-43.181354,13.39U11573,158.81U28390,88.22U28390,Q16495239,Q11472,Q71989864,014AM012037,Q172984,50.0U28390,23.9U174728,18.0U174728,17144
Q65621172,Q125191,Mercado de Flores,Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.903208/-43.17995300000001,10.16U11573,176.67U28390,93.73U28390,Q16495239,Q11472,Q71989864,014AM012038,Q172984,67.2U28390,24.0U174728,18.1U174728,17145
,Q125191,Romaria em direção à Ladeira do Castelo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1921-10-30T00:00:00Z/11,,,Q155,@-22.903004/-43.175122,13.52U11573,161.73U28390,88.77U28390,Q16495239,Q11472,Q71989864,014AM012039,Q172984,60.0U28390,24.0U174728,18.0U174728,82422
Q65621173,Q125191,Rua das Marrecas,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.9128/-43.17745,9.74U11573,132.68U28390,96.22U28390,Q16495239,Q11472,Q71989864,014AM012040,Q172984,46.4U28390,23.3U174728,17.3U174728,78685
Q65621174,Q125191,"Cadeia Velha, que deu lugar ao atual Palácio Tiradentes, sede da Assembleia Legislativa do Estado",Fotografia de Augusto Malta,Photograph by Augusto Malta,1919-09-01T00:00:00Z/11,,,Q155,@-22.904507/-43.174318,7.92U11573,27.01U28390,100.05U28390,Q16495239,Q11472,Q71989864,014AM012041,Q172984,50.0U28390,24.1U174728,18.1U174728,17146
Q65621175,Q125191,"Praia de Botafogo, com igreja Nossa Senhora da Conceição ao fundo",Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.941427/-43.178866,7.92U11573,-118.92U28390,95.0U28390,Q16495239,Q11472,Q71989864,014AM012042,Q172984,48.4U28390,23.0U174728,17.2U174728,78686
Q65621176,Q125191,Monumento em homenagem a Duque de Caxias,Fotografia de Augusto Malta,Photograph by Augusto Malta,1905-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.930936/-43.178544,9.09U11573,-55.68U28390,100.78U28390,Q16495239,Q11472,Q71989864,014AM012043,Q172984,36.0U28390,17.7U174728,23.3U174728,78687
Q65621177,Q125191,Rua do Senado,Fotografia de Augusto Malta,Photograph by Augusto Malta,1929-01-26T00:00:00Z/11,,,Q155,@-22.911421/-43.191295,11.5U11573,54.33U28390,88.21U28390,Q16495239,Q11472,Q71989864,014AM012044,Q172984,55.2U28390,23.2U174728,17.4U174728,17147
Q65621178,Q125191,"Vista da Avenida Passos com o Teatro São Pedro de Alcântara, atual Teatro João Caetano",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.905644/-43.18273,9.83U11573,134.06U28390,97.28U28390,Q16495239,Q11472,Q71989864,014AM012045,Q172984,56.6U28390,24U174728,18U174728,78620
Q97772475,Q125191,"Rua do Hospício, atual rua Buenos Aires, no Centro",Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1909-01-01T00:00:00Z/9,Q155,@-22.905742/-43.18616,9.19U11573,17.69U28390,93.12U28390,Q16495239,Q11472,Q71989864,014AM012047,Q172984,50.0U28390,23.4U174728,17.8U174728,17148
Q65621181,Q125191,Vista Chinesa,Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-01-01T00:00:00Z/9,,,Q155,@-22.973298/-43.250116,396.21U11573,64.61U28390,88.67U28390,Q16495239,Q11472,Q71989864,014AM012048,Q172984,63.0U28390,24.0U174728,18.0U174728,17149
Q65621183,Q125191,"Casarões na avenida de Ligação, atual avenida Oswaldo Cruz",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.940788/-43.176372,6.92U11573,167.79U28390,95.69U28390,Q16495239,Q11472,Q71989864,014AM012050,Q172984,50.0U28390,22.9U174728,17.1U174728,82424
Q65621184,Q125191,"Bondes elétricos na rua Primeiro de Março, destaque para a Igreja Santa Cruz dos Militares",Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.902632/-43.175785,21.96U11573,-8.3U28390,82.24U28390,Q16495239,Q11472,Q71989864,014AM012051,Q172984,59.8U28390,24.0U174728,18.1U174728,17150
Q97772868,Q125191,"Rua da Carioca, com destaque para a Loja de calçados Casa Atlas",Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.90672/-43.180354,12.18U11573,-18.18U28390,100.55U28390,Q16495239,Q11472,Q71989864,014AM012052,Q172984,50.0U28390,17.5U174728,24.1U174728,78623
Q65621187,Q125191,Estátua de José Bonifácio,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.905058/-43.180784,9.29U11573,-132.11U28390,94.81U28390,Q16495239,Q11472,Q71989864,014AM012054,Q172984,42.6U28390,17.5U174728,23.1U174728,17151
Q65621188,Q125191,Cais do Porto,Fotografia de Augusto Malta,Photograph by Augusto Malta,1925-01-01T00:00:00Z/8,1925-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.893662/-43.18601,41.33U11573,122.14U28390,81.47U28390,Q16495239,Q11472,Q71989864,014AM012055,Q172984,53.8U28390,23.2U174728,17.1U174728,17152
Q65621189,Q125191,Praça Tiradentes,Fotografia de Augusto Malta,Photograph by Augusto Malta,1929-03-05T00:00:00Z/11,,,Q155,@-22.906869/-43.181731,21.13U11573,-91.63U28390,82.14U28390,Q16495239,Q11472,Q71989864,014AM012056,Q172984,53.6U28390,23.2U174728,17.5U174728,17153
Q65621190,Q125191,Vista do bairro do Catete; a partir do Morro Santo Amaro,Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.924501/-43.1833,110.66U11573,114.04U28390,86.54U28390,Q16495239,Q11472,Q71989864,014AM012057,Q172984,46.4U28390,24.0U174728,18.0U174728,82423
Q65621191,Q125191,Vista do Pão de Açúcar com o Palácio Monroe em primeiro plano,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.911972/-43.175875,45.9U11573,135.52U28390,84.25U28390,Q16495239,Q11472,Q71989864,014AM012058,Q172984,51.8U28390,24.0U174728,18.2U174728,78624
Q65621192,Q125191,Bonde elétrico na praia de Botafogo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.941396/-43.179154,7.76U11573,-105.66U28390,97.66U28390,Q16495239,Q11472,Q71989864,014AM012059,Q172984,50.0U28390,24.2U174728,18.3U174728,17154
Q65621193,Q125191,"Palácio Tiradentes, atual Câmara dos Deputados e sede da Assembleia Legislativa do Estado",Fotografia de Augusto Malta,Photograph by Augusto Malta,1926-01-01T00:00:00Z/8,1926-01-01T00:00:00Z/9,1931-01-01T00:00:00Z/9,Q155,@-22.904428/-43.174391,20.04U11573,45.09U28390,88.36U28390,Q16495239,Q11472,Q71989864,014AM012060,Q172984,61.4U28390,22.0U174728,15.2U174728,17155
Q65621194,Q125191,Canteiro de obras próximo ao largo da Misericórdia,Fotografia de Augusto Malta,Photograph by Augusto Malta,1921-01-01T00:00:00Z/9,,,Q155,@-22.904647/-43.171135,24.2U11573,-158.66U28390,84.82U28390,Q16495239,Q11472,Q71989864,014AM012061,Q172984,50.0U28390,24.0U174728,18.0U174728,17270
